"externalId","courseSectionExternalId","classBeginningTime","classEndingTime","classMeetingDays","InstructionSiteName","InstructionSiteType"
"HIST193  PO-04 SP2021139857","HIST193  PO-04 SP2021","0","0","-------","ARR    ","OnCampus"
"HSA 010  HM-06 SP2021135950","HSA 010  HM-06 SP2021","810","925","--T-R--","ONLI    ","OnCampus"
"ID  001  PO-01 FA2020134858","ID  001  PO-01 FA2020","1100","1215","--T-R--","ONLIWEB ","OnCampus"
"ID  001  PO-16 FA2020134873","ID  001  PO-16 FA2020","1100","1215","--T-R--","ONLIWEB ","OnCampus"
"ID  001  PO-21 FA2020134878","ID  001  PO-21 FA2020","1100","1215","--T-R--","ONLIWEB ","OnCampus"
"ID  080  CM-01 FA2020132159","ID  080  CM-01 FA2020","1245","1400","--T-R--","ONLI    ","OnCampus"
"ID  180  PO-01 SP2021139809","ID  180  PO-01 SP2021","1000","1200","----R--","ONLISYNC","OnCampus"
"ID  183  PO-01 SP2021139800","ID  183  PO-01 SP2021","0","0","-------","ONLISYNC","OnCampus"
"ID  188  PO-01 SP2021139784","ID  188  PO-01 SP2021","915","1030","--T-R--","ONLISYNC","OnCampus"
"ID  189  PO-01 SP2021139782","ID  189  PO-01 SP2021","0","0","-------","ONLISYNC","OnCampus"
"ID  199P2PO-01 SP2020126265","ID  199P2PO-01 SP2020","1615","1715","-M-W---","OLDBARBC","OnCampus"
"ID  199S4PO-01 SP2021139876","ID  199S4PO-01 SP2021","1615","1715","-M-W---","ONLIWEB ","OnCampus"
"IR  118  PO-01 SP2020128841","IR  118  PO-01 SP2020","1315","1430","-M-W---","SE52  ","OnCampus"
"IR  191  PO-04 FA2020131807","IR  191  PO-04 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"JAPN001A PO-04 FA2020135403","JAPN001A PO-04 FA2020","720","810","-M-W-F-","ONLIWEB ","OnCampus"
"JAPN012B PO-01 SP2020128848","JAPN012B PO-01 SP2020","2000","2100","-M-W---","MA3   ","OnCampus"
"JAPN013  PO-01 SP2020126245","JAPN013  PO-01 SP2020","1615","1715","--T-R--","OLDBJAPN","OnCampus"
"JAPN051B PO-02 SP2021138668","JAPN051B PO-02 SP2021","1000","1050","-M-W---","ONLISYNC","OnCampus"
"LATN002  SC-01 SP2020127526","LATN002  SC-01 SP2020","1000","1050","-MTWR--","HM203 ","OnCampus"
"LATN022  PO-01 FA2020133211","LATN022  PO-01 FA2020","840","930","-M-W---","ONLIWEB ","OnCampus"
"LATN022  PO-01 FA2020133212","LATN022  PO-01 FA2020","755","845","--T-R--","ONLIWEB ","OnCampus"
"LATN022  PO-01 SP2020128857","LATN022  PO-01 SP2020","835","925","--T-R--","PR003 ","OnCampus"
"LATN044  SC-01 FA2020134365","LATN044  SC-01 FA2020","1430","1545","--T-R--","ONLI    ","OnCampus"
"LEAD010  CM-02 SP2020127767","LEAD010  CM-02 SP2020","1445","1730","---W---","KRV451 ","OnCampus"
"LEAD151  HM-01 SP2021139421","LEAD151  HM-01 SP2021","1900","2145","---W---","SHAN2440","OnCampus"
"LGCS011  PO-02 SP2021138682","LGCS011  PO-02 SP2021","1245","1400","--T-R--","ONLISYNC","OnCampus"
"LGCS112  PO-01 SP2021138684","LGCS112  PO-01 SP2021","915","1030","--T-R--","ONLIWEB ","OnCampus"
"LGCS191  PO-04 FA2020131810","LGCS191  PO-04 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"LGCS191  PO-04 SP2020126106","LGCS191  PO-04 SP2020","0","0","-------","ARR    ","OnCampus"
"LGCS191  PO-12 SP2021137042","LGCS191  PO-12 SP2021","0","0","-------","ONLIASYN","OnCampus"
"LGCS191  PO-14 FA2020135227","LGCS191  PO-14 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"LGCS191  PO-32 FA2020131817","LGCS191  PO-32 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"LGCS193  PO-04 SP2020126118","LGCS193  PO-04 SP2020","0","0","-------","ARR    ","OnCampus"
"LIT 099IOCM-01 FA2020134564","LIT 099IOCM-01 FA2020","830","1130","-----F-","ONLI    ","OnCampus"
"LIT 117A HM-01 FA2020134439","LIT 117A HM-01 FA2020","1900","2145","---W---","SHAN2450","OnCampus"
"LIT 141  HM-01 SP2021135969","LIT 141  HM-01 SP2021","1245","1400","--T-R--","ONLI    ","OnCampus"
"LIT 165  AF-01 SP2021139376","LIT 165  AF-01 SP2021","1100","1215","--T-R--","ONLI    ","OnCampus"
"LIT 179V HM-01 FA2020134086","LIT 179V HM-01 FA2020","1430","1715","----R--","ONLI    ","OnCampus"
"MATH030  CM-04 SP2020129725","MATH030  CM-04 SP2020","1100","1215","-M-W---","ADDAVD","OnCampus"
"MATH055  HM-03 SP2021135976","MATH055  HM-03 SP2021","1245","1400","--T-R--","ONLI    ","OnCampus"
"MATH058  PO-01 FA2020133240","MATH058  PO-01 FA2020","915","1030","--T-R--","ONLIWEB ","OnCampus"
"MATH058  PO-01 SP2020128877","MATH058  PO-01 SP2020","1315","1430","--T-R--","ML2131","OnCampus"
"MATH060  PO-01 SP2020128881","MATH060  PO-01 SP2020","1100","1215","-M-W---","ML1021","OnCampus"
"MATH060  PO-01 SP2021138705","MATH060  PO-01 SP2021","0","0","-------","ONLIASYN","OnCampus"
"MATH082  HM-01 FA2020131137","MATH082  HM-01 FA2020","1800","1915","--T-R--","ONLI    ","OnCampus"
"MATH082  HM-04 FA2020131140","MATH082  HM-04 FA2020","1100","1150","-M-W-F-","SHAN3485","OnCampus"
"MATH101  PO-01 FA2020133246","MATH101  PO-01 FA2020","1120","1210","-M-W-F-","ONLIWEB ","OnCampus"
"MATH101  PO-01 SP2021138711","MATH101  PO-01 SP2021","0","0","-------","ONLIASYN","OnCampus"
"MATH111  CM-01 SP2021139872","MATH111  CM-01 SP2021","730","845","-M-W---","ONLI    ","OnCampus"
"MATH111  CM-02 FA2020135103","MATH111  CM-02 FA2020","1245","1400","--T-R--","ONLI    ","OnCampus"
"MATH119  PO-01 FA2020136313","MATH119  PO-01 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"MATH131  CM-01 SP2020127873","MATH131  CM-01 SP2020","1000","1050","-M-W-F-","RN15  ","OnCampus"
"MATH168  HM-02 FA2020130312","MATH168  HM-02 FA2020","1430","1545","--T-R--","ONLI    ","OnCampus"
"MATH171  CM-01 FA2020132071","MATH171  CM-01 FA2020","850","940","-M-W-F-","ONLI    ","OnCampus"
"MATH176  HM-01 SP2021139431","MATH176  HM-01 SP2021","1615","1730","--T-R--","ONLI    ","OnCampus"
"MATH183  PO-01 SP2020128896","MATH183  PO-01 SP2020","1000","1050","-M-W-F-","ML2113","OnCampus"
"MATH189R HM-01 SP2020122271","MATH189R HM-01 SP2020","1900","2145","-M-----","SHAN3485","OnCampus"
"MATH189V HM-01 FA2020F2135400","MATH189V HM-01 FA2020F2","0","0","-------","ASYN    ","OnCampus"
"MATH197  HM-01 SP2021136011","MATH197  HM-01 SP2021","1100","1150","--T----","ONLI    ","OnCampus"
"MATH197  HM-03 SP2020129739","MATH197  HM-03 SP2020","1100","1150","--T----","SHAN2450","OnCampus"
"MATH197  HM-07 SP2021136022","MATH197  HM-07 SP2021","1100","1150","--T----","ONLI    ","OnCampus"
"MATH198  HM-01 FA2020134417","MATH198  HM-01 FA2020","1430","1545","-M-----","ONLI    ","OnCampus"
"MCBI199  HM-01 FA2020130790","MCBI199  HM-01 FA2020","0","0","-------","ONLI    ","OnCampus"
"MCBI199  HM-01 SP2020122296","MCBI199  HM-01 SP2020","0","0","-------","ARR    ","OnCampus"
"MENA191  SC-01 SP2021139673","MENA191  SC-01 SP2021","0","0","-------","ONLI    ","OnCampus"
"MLLC144  PZ-01 SP2021139577","MLLC144  PZ-01 SP2021","1800","2050","--T----","TBA    ","OnCampus"
"MLLC155  PZ-01 SP2020126305","MLLC155  PZ-01 SP2020","1315","1430","-M-W---","AV224 ","OnCampus"
"MOBI188  PO-01 SP2021138724","MOBI188  PO-01 SP2021","1245","1545","-----F-","ONLISYNC","OnCampus"
"MOBI191A PO-12 FA2020131823","MOBI191A PO-12 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"MOBI191A PO-36 FA2020131829","MOBI191A PO-36 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"MOBI191B PO-28 SP2021140009","MOBI191B PO-28 SP2021","0","0","-------","ONLIASYN","OnCampus"
"MOBI194A PO-04 FA2020131843","MOBI194A PO-04 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"MOBI194A PO-08 FA2020131844","MOBI194A PO-08 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"MOBI194A PO-64 FA2020131858","MOBI194A PO-64 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"MOBI194B PO-16 SP2021140020","MOBI194B PO-16 SP2021","0","0","-------","ONLIASYN","OnCampus"
"MOBI194B PO-52 SP2021140029","MOBI194B PO-52 SP2021","0","0","-------","ONLIASYN","OnCampus"
"MS  050  PO-02 SP2020128903","MS  050  PO-02 SP2020","1900","2150","-M-----","CR10  ","OnCampus"
"MS  059  SC-01 FA2020134242","MS  059  SC-01 FA2020","1245","1400","--T-R--","ONLI    ","OnCampus"
"MS  140  PO-01 FA2020133263","MS  140  PO-01 FA2020","1900","2150","---W---","ONLIWEB ","OnCampus"
"MS  165  PO-01 FA2020134072","MS  165  PO-01 FA2020","1245","1400","--T-R--","ONLIWEB ","OnCampus"
"MS  173  HM-01 SP2020129561","MS  173  HM-01 SP2020","810","925","--T-R--","SHAN2465","OnCampus"
"MS  180  PO-01 SP2020128912","MS  180  PO-01 SP2020","1445","1600","--T-R--","CR10  ","OnCampus"
"MSL 099  CM-01 SP2020127377","MSL 099  CM-01 SP2020","630","730","--T-RF-","BCFOR ","OnCampus"
"MUS 016  PO-01 SP2021139775","MUS 016  PO-01 SP2021","0","0","-------","ARR    ","OnCampus"
"MUS 032  PO-01 SP2020128921","MUS 032  PO-01 SP2020","1110","1240","--T----","THATLYMN","OnCampus"
"MUS 033P PO-01 SP2021139717","MUS 033P PO-01 SP2021","1830","2030","--T-R--","ONLISYNC","OnCampus"
"MUS 041P PO-01 FA2020135094","MUS 041P PO-01 FA2020","1615","1830","-M-----","ONLIWEB ","OnCampus"
"MUS 151H SC-01 SP2020130150","MUS 151H SC-01 SP2020","0","0","-------","ARR    ","OnCampus"
"MUS 171F SC-01 SP2021139313","MUS 171F SC-01 SP2021","0","0","-------","ONLI    ","OnCampus"
"MUS 172  SC-01 SP2020127902","MUS 172  SC-01 SP2020","0","0","-------","ARR    ","OnCampus"
"MUS 175  JM-01 FA2020133518","MUS 175  JM-01 FA2020","1800","1915","-M-W---","ONLI    ","OnCampus"
"NEUR102 LPO-01 SP2020128944","NEUR102 LPO-01 SP2020","1315","1700","----R--","SE221 ","OnCampus"
"NEUR148L KS-01 FA2020133702","NEUR148L KS-01 FA2020","1245","1645","-----F-","ONLI    ","OnCampus"
"NEUR161  KS-01 FA2020133723","NEUR161  KS-01 FA2020","915","1030","-M-W---","ONLI    ","OnCampus"
"NEUR191  PO-12 SP2020126148","NEUR191  PO-12 SP2020","0","0","-------","ARR    ","OnCampus"
"NEUR194A PO-24 SP2021137095","NEUR194A PO-24 SP2021","0","0","-------","ONLIASYN","OnCampus"
"ONT 101  PZ-01 SP2020126307","ONT 101  PZ-01 SP2020","1000","1230","--T-R--","ONT    ","OnCampus"
"PE  001  PO-01 FA2020133302","PE  001  PO-01 FA2020","730","845","--T-R--","ONLIWEB ","OnCampus"
"PE  002  PO-01 FA2020135140","PE  002  PO-01 FA2020","1430","1545","--T-R--","ONLIWEB ","OnCampus"
"PE  004  JP-01 FA2020131294","PE  004  JP-01 FA2020","0","0","-------","ONLI    ","OnCampus"
"PE  004B JP-01 FA2020131296","PE  004B JP-01 FA2020","0","0","-------","ONLI    ","OnCampus"
"PE  005A JP-01 SP2021137297","PE  005A JP-01 SP2021","0","0","-------","ONLI    ","OnCampus"
"PE  005B JP-01 FA2020135206","PE  005B JP-01 FA2020","0","0","-------","ONLI    ","OnCampus"
"PE  006  PO-01 SP2021138769","PE  006  PO-01 SP2021","1100","1150","-M-W---","ONLISYNC","OnCampus"
"PE  007B JP-01 FA2020131298","PE  007B JP-01 FA2020","1000","1055","-M-W---","LACGYM ","OnCampus"
"PE  008B JP-02 FA2020131302","PE  008B JP-02 FA2020","1100","1155","--T-R--","ONLI    ","OnCampus"
"PE  008B JP-02 SP2021137456","PE  008B JP-02 SP2021","1100","1155","--T-R--","ONLI    ","OnCampus"
"PE  014  JP-03 FA2020131312","PE  014  JP-03 FA2020","0","0","-------","ONLI    ","OnCampus"
"PE  015  JP-01 FA2020131315","PE  015  JP-01 FA2020","1100","1155","--T-R--","CMPEPOOL","OnCampus"
"PE  018  PO-01 SP2020128965","PE  018  PO-01 SP2020","1445","1600","--T-R--","TBATBA ","OnCampus"
"PE  018A JP-01 FA2020131321","PE  018A JP-01 FA2020","1830","2030","---W---","ONLI    ","OnCampus"
"PE  019  PO-01 SP2020128966","PE  019  PO-01 SP2020","1100","1150","-M-W---","TBATBA ","OnCampus"
"PE  019  PO-02 FA2020133315","PE  019  PO-02 FA2020","1430","1545","--T-R--","ONLIWEB ","OnCampus"
"PE  019B JP-01 SP2020127215","PE  019B JP-01 SP2020","0","0","-------","OTHR    ","OnCampus"
"PE  020B PO-03 FA2020135162","PE  020B PO-03 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"PE  025  JP-01 FA2020131343","PE  025  JP-01 FA2020","1800","1900","--T-R--","ONLI    ","OnCampus"
"PE  032  PO-01 FA2020135164","PE  032  PO-01 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"PE  032G JP-01 SP2020127239","PE  032G JP-01 SP2020","1800","2000","----R--","OTHR    ","OnCampus"
"PE  033B PO-01 SP2020128974","PE  033B PO-01 SP2020","2100","2200","-M-W---","SCCBLRM","OnCampus"
"PE  039  JP-01 SP2021137603","PE  039  JP-01 SP2021","0","0","-------","ONLI    ","OnCampus"
"PE  039A JP-01 SP2021137606","PE  039A JP-01 SP2021","0","0","-------","ONLI    ","OnCampus"
"PE  040  JP-01 SP2020127248","PE  040  JP-01 SP2020","1100","1155","-M-W---","CMPEARCE","OnCampus"
"PE  045  JP-01 SP2020127253","PE  045  JP-01 SP2020","1100","1155","-M-W---","CMPESCTW","OnCampus"
"PE  068  JP-01 SP2020129641","PE  068  JP-01 SP2020","1000","1200","-----F-","TIER    ","OnCampus"
"PE  073  PO-01 SP2020128988","PE  073  PO-01 SP2020","1315","1515","-----F-","RAVOEL","OnCampus"
"PE  073D JP-01 SP2021137682","PE  073D JP-01 SP2021","1745","1915","--T----","ONLI    ","OnCampus"
"PE  074  JP-01 SP2020127271","PE  074  JP-01 SP2020","2000","2130","-M-----","RPAV124 ","OnCampus"
"PE  075  JP-03 FA2020131443","PE  075  JP-03 FA2020","1600","1700","-M---F-","ONLI    ","OnCampus"
"PE  076  JP-06 FA2020135289","PE  076  JP-06 FA2020","1000","1055","-M-W-F-","ONLI    ","OnCampus"
"PE  077  JP-01 FA2020131455","PE  077  JP-01 FA2020","700","830","--T-R--","ONLI    ","OnCampus"
"PE  077A PO-01 FA2020133342","PE  077A PO-01 FA2020","1120","1210","-M-W---","ONLIWEB ","OnCampus"
"PE  088A JP-01 FA2020135213","PE  088A JP-01 FA2020","0","0","-------","ONLI    ","OnCampus"
"PE  115M PO-01 SP2021138808","PE  115M PO-01 SP2021","0","0","-------","ONLIASYN","OnCampus"
"PE  120  JP-01 FA2020131462","PE  120  JP-01 FA2020","0","0","-------","ONLI    ","OnCampus"
"PE  130  JP-01 SP2020127307","PE  130  JP-01 SP2020","0","0","-------","CMPEZIN ","OnCampus"
"PE  130M PO-01 SP2021138813","PE  130M PO-01 SP2021","0","0","-------","ONLIASYN","OnCampus"
"PE  137  JP-01 SP2020127309","PE  137  JP-01 SP2020","0","0","-------","CMPESOFT","OnCampus"
"PE  145  JP-01 SP2020127310","PE  145  JP-01 SP2020","0","0","-------","CMPEPOOL","OnCampus"
"PE  152  JP-01 SP2020127312","PE  152  JP-01 SP2020","0","0","-------","BZCRTS","OnCampus"
"PE  170M PO-01 SP2020129010","PE  170M PO-01 SP2020","0","0","-------","ARRARR ","OnCampus"
"PE  225  JP-01 SP2021139103","PE  225  JP-01 SP2021","0","0","-------","ONLI    ","OnCampus"
"PE  230  JP-01 SP2021139292","PE  230  JP-01 SP2021","0","0","-------","ONLI    ","OnCampus"
"PHIL007  PZ-01 SP2021137317","PHIL007  PZ-01 SP2021","1430","1545","--T-R--","TBA    ","OnCampus"
"PHIL030  CM-04 SP2021137446","PHIL030  CM-04 SP2021","1100","1215","--T-R--","ONLI    ","OnCampus"
"PHIL032  PO-01 SP2021138827","PHIL032  PO-01 SP2021","1800","1915","-M-W---","ONLISYNC","OnCampus"
"PHIL038  CM-01 FA2020132323","PHIL038  CM-01 FA2020","1245","1400","--T-R--","ONLI    ","OnCampus"
"PHIL038  CM-03 FA2020132325","PHIL038  CM-03 FA2020","1430","1545","-M-W---","ONLI    ","OnCampus"
"PHIL040  PO-01 FA2020133369","PHIL040  PO-01 FA2020","1430","1545","-M-W---","ONLIWEB ","OnCampus"
"PHIL043  PO-01 SP2020129020","PHIL043  PO-01 SP2020","1100","1215","-M-W---","PR202 ","OnCampus"
"PHIL134  CM-01 FA2020132328","PHIL134  CM-01 FA2020","1430","1715","----R--","ONLI    ","OnCampus"
"PHIL191  PO-08 SP2020126158","PHIL191  PO-08 SP2020","0","0","-------","ARR    ","OnCampus"
"PHYS023  HM-02 FA2020F1130801","PHYS023  HM-02 FA2020F1","1205","1305","----R--","ONLI    ","OnCampus"
"PHYS023  HM-07 FA2020F2130811","PHYS023  HM-07 FA2020F2","800","850","-M-W---","ONLI    ","OnCampus"
"PHYS023  HM-10 FA2020F2130817","PHYS023  HM-10 FA2020F2","1205","1305","----R--","ONLI    ","OnCampus"
"PHYS023  HM-12 FA2020F2130821","PHYS023  HM-12 FA2020F2","1205","1305","----R--","ONLI    ","OnCampus"
"PHYS024  HM-05 SP2021136061","PHYS024  HM-05 SP2021","935","1050","--T-R--","ONLI    ","OnCampus"
"PHYS024  HM-07 SP2020122319","PHYS024  HM-07 SP2020","900","950","-M-W---","SHANB454","OnCampus"
"PHYS024  HM-10 SP2020122324","PHYS024  HM-10 SP2020","810","925","--T-R--","GAMCAL","OnCampus"
"PHYS024  HM-10 SP2020122325","PHYS024  HM-10 SP2020","900","950","-M-W---","SHAN3421","OnCampus"
"PHYS024A HM-01 SP2021136076","PHYS024A HM-01 SP2021","1000","1050","-M-W---","ONLI    ","OnCampus"
"PHYS030LXKS-02 FA2020134284","PHYS030LXKS-02 FA2020","1800","2100","--T----","ONLI    ","OnCampus"
"PHYS042  PO-01 SP2021138844","PHYS042  PO-01 SP2021","840","930","-M-W-F-","ONLISYNC","OnCampus"
"PHYS042  PO-02 SP2021138845","PHYS042  PO-02 SP2021","1000","1050","-M-W-F-","ONLISYNC","OnCampus"
"PHYS042 LPO-03 SP2021138848","PHYS042 LPO-03 SP2021","1245","1545","----R--","ONLISYNC","OnCampus"
"PHYS071  PO-01 SP2020129031","PHYS071  PO-01 SP2020","900","950","-M-W-F-","ML1181","OnCampus"
"PHYS101  KS-01 FA2020133846","PHYS101  KS-01 FA2020","1100","1215","--T-R--","ONLI    ","OnCampus"
"PHYS156  HM-01 SP2020129497","PHYS156  HM-01 SP2020","1315","1430","--T-R--","SHAN3465","OnCampus"
"PHYS174  PO-01 SP2020129039","PHYS174  PO-01 SP2020","1315","1430","-M-----","ML1163","OnCampus"
"PHYS189L KS-01 SP2020129238","PHYS189L KS-01 SP2020","0","0","-------","ARR    ","OnCampus"
"PHYS191E PO-06 FA2020134261","PHYS191E PO-06 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"PHYS191E PO-12 SP2020126162","PHYS191E PO-12 SP2020","0","0","-------","ARR    ","OnCampus"
"PHYS191E PO-16 FA2020131870","PHYS191E PO-16 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"PHYS191E PO-28 SP2020126167","PHYS191E PO-28 SP2020","0","0","-------","ARR    ","OnCampus"
"PHYS191L PO-02 FA2020134262","PHYS191L PO-02 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"PHYS191L PO-02 SP2020130162","PHYS191L PO-02 SP2020","0","0","-------","ARR    ","OnCampus"
"PHYS191L PO-08 FA2020131872","PHYS191L PO-08 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"PHYS199  HM-01 SP2020126624","PHYS199  HM-01 SP2020","0","0","-------","ARR    ","OnCampus"
"PHYS199  HM-07 FA2020135248","PHYS199  HM-07 FA2020","0","0","-------","ARR    ","OnCampus"
"PHYS199  HM-11 FA2020130905","PHYS199  HM-11 FA2020","1615","1730","--T----","ONLI    ","OnCampus"
"PHYS199  HM-12 FA2020130906","PHYS199  HM-12 FA2020","1615","1730","--T----","ONLI    ","OnCampus"
"PHYS199  HM-12 FA2020135253","PHYS199  HM-12 FA2020","0","0","-------","ARR    ","OnCampus"
"POLI005  PO-01 SP2020129045","POLI005  PO-01 SP2020","1315","1430","-M-W---","CA107 ","OnCampus"
"POLI090  PO-01 SP2020129051","POLI090  PO-01 SP2020","1445","1600","--T-R--","HN101 ","OnCampus"
"POLI130  PO-01 FA2020135080","POLI130  PO-01 FA2020","1430","1545","-M-W---","ONLIWEB ","OnCampus"
"POLI153  SC-01 SP2020127637","POLI153  SC-01 SP2020","1315","1430","-M-W---","TBA    ","OnCampus"
"POLI165  PO-01 FA2020133405","POLI165  PO-01 FA2020","915","1030","--T-R--","ONLIWEB ","OnCampus"
"POLI168  PO-01 FA2020133196","POLI168  PO-01 FA2020","1430","1545","--T-R--","ONLIWEB ","OnCampus"
"POLI190B PO-01 SP2021138880","POLI190B PO-01 SP2021","840","930","-M-W-F-","ONLISYNC","OnCampus"
"POLI191  PO-24 FA2020131882","POLI191  PO-24 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"POLI191  PO-32 FA2020131885","POLI191  PO-32 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"PORT002  CM-01 SP2020127712","PORT002  CM-01 SP2020","1000","1050","-MTWR--","BZCLS ","OnCampus"
"POST030  PZ-01 SP2020127363","POST030  PZ-01 SP2020","935","1050","--T-R--","AV201 ","OnCampus"
"POST070  PZ-01 SP2021137709","POST070  PZ-01 SP2021","1100","1215","--T-R--","TBA    ","OnCampus"
"POST091  PZ-01 SP2020129763","POST091  PZ-01 SP2020","1315","1430","-M-W---","BH213 ","OnCampus"
"POST100  PZ-01 FA2020135189","POST100  PZ-01 FA2020","1245","1400","-M-W---","ONLI    ","OnCampus"
"POST106  PZ-01 SP2020127338","POST106  PZ-01 SP2020","1100","1215","--T-R--","BE101 ","OnCampus"
"POST131  PZ-01 SP2020127343","POST131  PZ-01 SP2020","1445","1600","-M-W---","BE207 ","OnCampus"
"POST134  PZ-01 SP2021139821","POST134  PZ-01 SP2021","1245","1400","--T-R--","TBA    ","OnCampus"
"POST170  PZ-01 SP2021139743","POST170  PZ-01 SP2021","1245","1400","-M-W---","TBA    ","OnCampus"
"POST190  PZ-01 SP2020127036","POST190  PZ-01 SP2020","1445","1600","--T-R--","SC230 ","OnCampus"
"POST190  PZ-01 SP2021137741","POST190  PZ-01 SP2021","1430","1545","--T-R--","TBA    ","OnCampus"
"PPE 001A CM-01 SP2020127476","PPE 001A CM-01 SP2020","1315","1430","--T-R--","KRV100 ","OnCampus"
"PPE 001B CM-02 SP2021137467","PPE 001B CM-02 SP2021","1430","1545","--T-R--","ONLI    ","OnCampus"
"PPE 160  PO-01 FA2020133412","PPE 160  PO-01 FA2020","1430","1545","--T-R--","ONLIWEB ","OnCampus"
"PSYC010  PZ-01 SP2021139587","PSYC010  PZ-01 SP2021","1430","1545","--T-R--","TBA    ","OnCampus"
"PSYC051  PO-02 SP2021138885","PSYC051  PO-02 SP2021","915","1030","--T-R--","ONLISYNC","OnCampus"
"PSYC070  CM-01 FA2020132246","PSYC070  CM-01 FA2020","1245","1400","-M-W---","ONLI    ","OnCampus"
"PSYC081  CM-01 FA2020132248","PSYC081  CM-01 FA2020","1245","1400","--T-R--","ONLI    ","OnCampus"
"PSYC092  CM-01 SP2021137561","PSYC092  CM-01 SP2021","915","1030","--T-R--","ONLI    ","OnCampus"
"PSYC092  PZ-01 SP2020126314","PSYC092  PZ-01 SP2020","1100","1215","--T-R--","SKDP105","OnCampus"
"PSYC096  PZ-01 SP2020129714","PSYC096  PZ-01 SP2020","1100","1215","-M-----","BH119 ","OnCampus"
"PSYC097  CM-02 SP2021137564","PSYC097  CM-02 SP2021","1430","1545","-M-W---","ONLI    ","OnCampus"
"PSYC103  PZ-01 SP2020126318","PSYC103  PZ-01 SP2020","935","1050","--T-R--","FL110 ","OnCampus"
"PSYC103  SC-01 SP2021139181","PSYC103  SC-01 SP2021","1430","1715","--T----","ONLI    ","OnCampus"
"PSYC104L SC-01 SP2020127877","PSYC104L SC-01 SP2020","1100","1215","----R--","ST229 ","OnCampus"
"PSYC111L CM-03 FA2020134761","PSYC111L CM-03 FA2020","1100","1215","-M-W---","ONLI    ","OnCampus"
"PSYC112  SC-01 FA2020133621","PSYC112  SC-01 FA2020","1430","1715","--T----","ONLI    ","OnCampus"
"PSYC117  PZ-01 SP2021139588","PSYC117  PZ-01 SP2021","1430","1715","--T----","TBA    ","OnCampus"
"PSYC120  CM-01 SP2020127792","PSYC120  CM-01 SP2020","0","0","--T-R--","SM103 ","OnCampus"
"PSYC130P PZ-01 SP2021139399","PSYC130P PZ-01 SP2021","1430","1545","----R--","TBA    ","OnCampus"
"PSYC133  PO-01 SP2020129737","PSYC133  PO-01 SP2020","810","925","--T-R--","LINC2114","OnCampus"
"PSYC142  CM-01 SP2021137578","PSYC142  CM-01 SP2021","1430","1715","--T----","ONLI    ","OnCampus"
"PSYC152  PZ-01 SP2021139595","PSYC152  PZ-01 SP2021","1430","1715","---W---","TBA    ","OnCampus"
"PSYC153  AA-01 SP2020129070","PSYC153  AA-01 SP2020","1315","1430","--T-R--","LINC1125","OnCampus"
"PSYC158 LPO-01 FA2020133424","PSYC158 LPO-01 FA2020","1245","1400","-----F-","ONLIWEB ","OnCampus"
"PSYC162  PO-01 SP2021138895","PSYC162  PO-01 SP2021","0","0","-------","ONLIASYN","OnCampus"
"PSYC169  SC-01 SP2020127870","PSYC169  SC-01 SP2020","1315","1430","--T-R--","ST101 ","OnCampus"
"PSYC179K HM-01 FA2020134097","PSYC179K HM-01 FA2020","915","1030","-M-W---","ONLI    ","OnCampus"
"PSYC189M PO-01 SP2021138905","PSYC189M PO-01 SP2021","0","0","-------","ONLIASYN","OnCampus"
"PSYC190  PO-01 FA2020134641","PSYC190  PO-01 FA2020","1100","1215","--T-R--","ONLIWEB ","OnCampus"
"PSYC191  PO-20 SP2021139995","PSYC191  PO-20 SP2021","0","0","-------","ONLIASYN","OnCampus"
"PSYC191  PO-28 SP2021139997","PSYC191  PO-28 SP2021","0","0","-------","ONLIASYN","OnCampus"
"PSYC191B PO-10 SP2020129701","PSYC191B PO-10 SP2020","0","0","-------","ARR    ","OnCampus"
"PSYC191B PO-40 SP2020126352","PSYC191B PO-40 SP2020","0","0","-------","ARR    ","OnCampus"
"PSYC197A CM-05 FA2020132276","PSYC197A CM-05 FA2020","0","0","-------","    ","OnCampus"
"PSYC197A CM-05 SP2021139544","PSYC197A CM-05 SP2021","0","0","-------","ONLI    ","OnCampus"
"PSYC197A CM-06 FA2020132278","PSYC197A CM-06 FA2020","0","0","-------","    ","OnCampus"
"PSYC197A CM-09 FA2020132284","PSYC197A CM-09 FA2020","0","0","-------","    ","OnCampus"
