"externalId","courseSectionExternalId","classBeginningTime","classEndingTime","classMeetingDays","InstructionSiteName","InstructionSiteType"
"TEST199  CM-01 FA2020134627","TEST199  CM-01 FA2020","0","0","-------","BC    ","OnCampus"
"THEA010  PO-01 FA2020133480","THEA010  PO-01 FA2020","1245","1515","-M-W---","ONLIWEB ","OnCampus"
"THEA017  PO-01 SP2021138951","THEA017  PO-01 SP2021","915","1030","--T-R--","ONLIWEB ","OnCampus"
"THEA051C PO-02 SP2021138955","THEA051C PO-02 SP2021","0","0","-------","ONLIWEB ","OnCampus"
"THEA052C PO-03 SP2021138962","THEA052C PO-03 SP2021","0","0","-------","ONLIWEB ","OnCampus"
"THEA053CGPO-01 SP2021138968","THEA053CGPO-01 SP2021","1645","1815","--T-R--","ONLISYNC","OnCampus"
"THEA053HGPO-01 FA2020133503","THEA053HGPO-01 FA2020","1645","1815","--T-R--","ONLIWEB ","OnCampus"
"THEA080  PO-01 SP2020129161","THEA080  PO-01 SP2020","1445","1600","--T-R--","TE200 ","OnCampus"
"THEA191H PO-04 FA2020131912","THEA191H PO-04 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"THEA191H PO-08 SP2021137136","THEA191H PO-08 SP2021","0","0","-------","ONLIASYN","OnCampus"
"THEA191H PO-12 SP2020126214","THEA191H PO-12 SP2020","0","0","-------","ARR    ","OnCampus"
"THEA192H PO-20 SP2021137144","THEA192H PO-20 SP2021","0","0","-------","ONLIASYN","OnCampus"
"WRIT120  SC-01 SP2021139171","WRIT120  SC-01 SP2021","1245","1400","--T-R--","ONLI    ","OnCampus"
"WRIT172IOSC-01 FA2020134550","WRIT172IOSC-01 FA2020","1900","2145","---W---","ONLI    ","OnCampus"
"XCSC190  CM-01 SP2020131653","XCSC190  CM-01 SP2020","0","0","-------","    ","OnCampus"
"AFRI116  AF-01 SP2020127428","AFRI116  AF-01 SP2020","1315","1430","--T-R--","HM103 ","OnCampus"
"AFRI192  AF-04 SP2020125987","AFRI192  AF-04 SP2020","0","0","-------","ARR    ","OnCampus"
"AMST191  SC-01 SP2020129243","AMST191  SC-01 SP2020","0","0","-------","ARR    ","OnCampus"
"ANTH098  PZ-01 SP2021139858","ANTH098  PZ-01 SP2021","1100","1215","---W-F-","TBA    ","OnCampus"
"ANTH116  PZ-01 SP2020129711","ANTH116  PZ-01 SP2020","1100","1215","-M-W---","SC230 ","OnCampus"
"ANTH189L PO-01 FA2020132976","ANTH189L PO-01 FA2020","1100","1215","-M-W---","ONLIWEB ","OnCampus"
"ANTH189L PO-01 SP2021138399","ANTH189L PO-01 SP2021","1100","1215","-M-W---","ONLISYNC","OnCampus"
"ARBC001  CM-01 FA2020132220","ARBC001  CM-01 FA2020","1000","1050","-MTWR--","ONLI    ","OnCampus"
"ARBC002  CM-01 SP2021137675","ARBC002  CM-01 SP2021","1800","2000","---W---","ONLI    ","OnCampus"
"ARBC002  CM-02 SP2021137677","ARBC002  CM-02 SP2021","1120","1210","-MTWR--","ONLI    ","OnCampus"
"ARBC130  CM-01 FA2020132230","ARBC130  CM-01 FA2020","1430","1545","-M-W---","ONLI    ","OnCampus"
"ARHI186B PZ-01 SP2020126681","ARHI186B PZ-01 SP2020","1315","1600","----R--","AV224 ","OnCampus"
"ARHI189  SC-01 FA2020132084","ARHI189  SC-01 FA2020","1100","1215","--T-R--","ONLI    ","OnCampus"
"ARHI191  PO-04 SP2021139806","ARHI191  PO-04 SP2021","0","0","-------","ONLIASYN","OnCampus"
"ART 010  PO-01 SP2021138408","ART 010  PO-01 SP2021","915","1145","-M-W---","ONLISYNC","OnCampus"
"ART 010  PO-02 FA2020135283","ART 010  PO-02 FA2020","1000","1230","-M-W---","ONLIWEB ","OnCampus"
"ART 060  HM-01 FA2020130167","ART 060  HM-01 FA2020","1800","2100","--T----","HDH109","OnCampus"
"ART 101  SC-01 SP2020127490","ART 101  SC-01 SP2020","1315","1545","--T-R--","LA209 ","OnCampus"
"ART 105  SC-02 SP2021139050","ART 105  SC-02 SP2021","1615","1845","--T-R--","ONLI    ","OnCampus"
"ART 113  PZ-01 SU2020S1134570","ART 113  PZ-01 SU2020S1","900","1245","-MTWRF-","ARR    ","OnCampus"
"ART 121  SC-01 SP2020127495","ART 121  SC-01 SP2020","1000","1230","-M-W---","LCAB100 ","OnCampus"
"ART 126B PO-01 SP2020128607","ART 126B PO-01 SP2020","1315","1545","-M-W---","STAR106 ","OnCampus"
"ART 134  SC-01 SP2020127499","ART 134  SC-01 SP2020","1315","1545","--T-R--","LA214 ","OnCampus"
"ART 135  SC-01 SP2020127469","ART 135  SC-01 SP2020","1000","1230","--T-R--","LA100 ","OnCampus"
"ART 136  SC-01 SU2020S5134851","ART 136  SC-01 SU2020S5","900","1230","--T-R--","ARR    ","OnCampus"
"ART 139  PO-01 SP2021138415","ART 139  PO-01 SP2021","1245","1515","--T-R--","ONLISYNC","OnCampus"
"ART 151  PZ-01 SP2021139880","ART 151  PZ-01 SP2021","1315","1545","----R--","TBA    ","OnCampus"
"ART 181M SC-01 SP2021139058","ART 181M SC-01 SP2021","1430","1715","---W---","ONLI    ","OnCampus"
"ART 181N SC-01 SP2020127632","ART 181N SC-01 SP2020","1615","1830","---W---","LA221 ","OnCampus"
"ASAM077B PZ-01 SP2021137362","ASAM077B PZ-01 SP2021","1100","1215","-M-W---","TBA    ","OnCampus"
"ASAM135B PZ-01 FA2020134397","ASAM135B PZ-01 FA2020","1245","1400","--T-R--","ONLI    ","OnCampus"
"ASAM179B HM-01 SP2020127373","ASAM179B HM-01 SP2020","1900","2145","--T----","SHAN2407","OnCampus"
"ASIA191  PO-04 SP2021136942","ASIA191  PO-04 SP2021","0","0","-------","ONLIASYN","OnCampus"
"ASTR051  PO-01 SP2021138421","ASTR051  PO-01 SP2021","1245","1400","-M-W---","ONLISYNC","OnCampus"
"ASTR101  PO-01 FA2020132995","ASTR101  PO-01 FA2020","1800","1915","-M-W---","ONLIWEB ","OnCampus"
"BIOL023  HM-02 FA2020130172","BIOL023  HM-02 FA2020","1315","1530","----R--","ONB141","OnCampus"
"BIOL023  HM-02 SP2021135463","BIOL023  HM-02 SP2021","1515","1715","-M-----","ONB141","OnCampus"
"BIOL040  PO-02 FA2020133004","BIOL040  PO-02 FA2020","1245","1630","----R--","ONLIWEB ","OnCampus"
"BIOL041C PO-01 SP2020128616","BIOL041C PO-01 SP2020","1315","1700","---W---","SE121 ","OnCampus"
"BIOL041C PO-03 SP2020128619","BIOL041C PO-03 SP2020","1100","1150","-M-W-F-","SCOM102 ","OnCampus"
"BIOL041C PO-03 SP2021138432","BIOL041C PO-03 SP2021","1245","1630","-----F-","ONLISYNC","OnCampus"
"BIOL041E PO-01 SP2021138435","BIOL041E PO-01 SP2021","1000","1050","-M-W-F-","ONLISYNC","OnCampus"
"BIOL044L KS-02 SP2020127953","BIOL044L KS-02 SP2020","1000","1050","-M-W-F-","KSB31 ","OnCampus"
"BIOL044L KS-05 SP2020129918","BIOL044L KS-05 SP2020","1100","1215","--T-R--","VN100 ","OnCampus"
"BIOL044LXKS-04 SP2020129367","BIOL044LXKS-04 SP2020","1330","1715","---W---","KSII101 ","OnCampus"
"BIOL052R HM-02 SP2021135472","BIOL052R HM-02 SP2021","900","950","-----F-","ONLI    ","OnCampus"
"BIOL052R HM-04 SP2021135474","BIOL052R HM-04 SP2021","1000","1050","-----F-","ONLI    ","OnCampus"
"BIOL052R HM-05 SP2021135475","BIOL052R HM-05 SP2021","1000","1050","-----F-","ONLI    ","OnCampus"
"BIOL052R HM-06 SP2020129473","BIOL052R HM-06 SP2020","1000","1050","-----F-","SHAN2454","OnCampus"
"BIOL052R HM-07 SP2021135477","BIOL052R HM-07 SP2021","1100","1150","-----F-","ONLI    ","OnCampus"
"BIOL054  HM-01 SP2021135479","BIOL054  HM-01 SP2021","1430","1715","----R--","ONLI    ","OnCampus"
"BIOL108  HM-01 SP2020121862","BIOL108  HM-01 SP2020","1100","1215","-M-W---","SHAN2421","OnCampus"
"BIOL110  HM-01 SP2020129478","BIOL110  HM-01 SP2020","1315","1715","----R--","ONB150","OnCampus"
"BIOL133L KS-01 SP2020127965","BIOL133L KS-01 SP2020","1800","2200","---W---","KS127 ","OnCampus"
"BIOL140  KS-01 SP2021137373","BIOL140  KS-01 SP2021","1445","1600","--T----","ONLI    ","OnCampus"
"BIOL145  KS-01 FA2020133697","BIOL145  KS-01 FA2020","915","1030","--T-R--","ONLI    ","OnCampus"
"BIOL149  KS-01 SP2020127972","BIOL149  KS-01 SP2020","935","1050","-M-W---","AV201 ","OnCampus"
"BIOL151L KS-01 FA2020133718","BIOL151L KS-01 FA2020","915","1030","--T-R--","ONLI    ","OnCampus"
"BIOL154  HM-01 SP2021135485","BIOL154  HM-01 SP2021","1120","1210","-M-W-F-","ONLI    ","OnCampus"
"BIOL157L KS-01 SP2020127979","BIOL157L KS-01 SP2020","1315","1715","--T----","KS205 ","OnCampus"
"BIOL160  HM-01 SP2021139327","BIOL160  HM-01 SP2021","1100","1215","-M-W---","ONLI    ","OnCampus"
"BIOL161  KS-01 FA2020133723","BIOL161  KS-01 FA2020","915","1030","-M-W---","ONLI    ","OnCampus"
"BIOL167  KS-01 SP2021137384","BIOL167  KS-01 SP2021","1245","1400","-M-W---","ONLI    ","OnCampus"
"BIOL169  PO-01 SP2021138444","BIOL169  PO-01 SP2021","1000","1050","-M-W-F-","ONLISYNC","OnCampus"
"BIOL169 LPO-02 SP2020128631","BIOL169 LPO-02 SP2020","1315","1700","----R--","SVBI24  ","OnCampus"
"BIOL169L KS-01 SP2020127987","BIOL169L KS-01 SP2020","1315","1715","---W---","KS39  ","OnCampus"
"BIOL175  KS-02 FA2020133728","BIOL175  KS-02 FA2020","1245","1400","-M-W---","ONLI    ","OnCampus"
"BIOL177  KS-02 FA2020133762","BIOL177  KS-02 FA2020","1000","1050","-M-W-F-","ONLI    ","OnCampus"
"BIOL183  KS-01 SP2021137394","BIOL183  KS-01 SP2021","1100","1215","-M-W---","ONLI    ","OnCampus"
"BIOL184L KS-01 FA2020133766","BIOL184L KS-01 FA2020","1100","1215","--T-R--","ONLI    ","OnCampus"
"BIOL184L KS-01 FA2020133767","BIOL184L KS-01 FA2020","1245","1645","----R--","ONLI    ","OnCampus"
"BIOL185C HM-01 FA2020135033","BIOL185C HM-01 FA2020","1245","1400","--T-R--","ONLI    ","OnCampus"
"BIOL185L KS-01 SP2021137396","BIOL185L KS-01 SP2021","1245","1645","--T----","ONLI    ","OnCampus"
"BIOL189L KS-01 SP2020128006","BIOL189L KS-01 SP2020","0","0","-------","ARR    ","OnCampus"
"BIOL190L KS-01 SP2021137399","BIOL190L KS-01 SP2021","0","0","-------","ONLI    ","OnCampus"
"BIOL191  PO-08 SP2020126002","BIOL191  PO-08 SP2020","0","0","-------","ARR    ","OnCampus"
"BIOL191F PO-12 FA2020135310","BIOL191F PO-12 FA2020","1100","1215","--T-R--","ONLIWEB ","OnCampus"
"BIOL191F PO-12 SP2021136946","BIOL191F PO-12 SP2021","0","0","-------","ONLIASYN","OnCampus"
"BIOL191F PO-16 FA2020135311","BIOL191F PO-16 FA2020","1100","1215","--T-R--","ONLIWEB ","OnCampus"
"BIOL191F PO-20 SP2021136948","BIOL191F PO-20 SP2021","0","0","-------","ONLIASYN","OnCampus"
"BIOL191H PO-18 FA2020136500","BIOL191H PO-18 FA2020","1100","1215","--T-R--","ONLIWEB ","OnCampus"
"BIOL191H PO-48 SP2021136966","BIOL191H PO-48 SP2021","0","0","-------","ONLIASYN","OnCampus"
"BIOL191H PO-52 SP2021136967","BIOL191H PO-52 SP2021","0","0","-------","ONLIASYN","OnCampus"
"BIOL193  HM-04 FA2020130195","BIOL193  HM-04 FA2020","0","0","-------","ARR    ","OnCampus"
"BIOL193  HM-10 FA2020134535","BIOL193  HM-10 FA2020","0","0","-------","ARR    ","OnCampus"
"BIOL194A PO-01 SP2020131136","BIOL194A PO-01 SP2020","0","0","-------","ARR    ","OnCampus"
"BIOL194A PO-24 FA2020131762","BIOL194A PO-24 FA2020","1100","1215","--T-R--","ONLIWEB ","OnCampus"
"CGS 060  PZ-01 FA2020134375","CGS 060  PZ-01 FA2020","1100","1215","-M-W---","ONLI    ","OnCampus"
"CHEM001A PO-01 FA2020133018","CHEM001A PO-01 FA2020","1000","1050","-M-W-F-","ONLIWEB ","OnCampus"
"CHEM001B PO-03 SP2020128636","CHEM001B PO-03 SP2020","1000","1050","-M-W-F-","SCOM102 ","OnCampus"
"CHEM001B PO-04 SP2020128637","CHEM001B PO-04 SP2020","900","950","-M-W-F-","SCOM102 ","OnCampus"
"CHEM001B PO-04 SP2021138454","CHEM001B PO-04 SP2021","1100","1215","---W-F-","ONLISYNC","OnCampus"
"CHEM014L KS-07 FA2020133787","CHEM014L KS-07 FA2020","1900","2100","-M-----","ONLI    ","OnCampus"
"CHEM014L KS-09 FA2020133788","CHEM014L KS-09 FA2020","720","810","-M-W-F-","ONLI    ","OnCampus"
"CHEM014L SC-01 SU2020S2134442","CHEM014L SC-01 SU2020S2","830","1100","-MTWR--","TBA    ","OnCampus"
"CHEM015L KS-01 SP2020129167","CHEM015L KS-01 SP2020","900","950","-M-W-F-","BCFOR ","OnCampus"
"CHEM015L KS-06 SP2020129178","CHEM015L KS-06 SP2020","1800","2145","--T----","KSII302 ","OnCampus"
"CHEM015L KS-07 SP2021137414","CHEM015L KS-07 SP2021","1300","1500","-M-----","ONLI    ","OnCampus"
"CHEM015L KS-08 SP2021137415","CHEM015L KS-08 SP2021","1120","1210","-M-W-F-","ONLI    ","OnCampus"
"CHEM015L KS-08 SP2021137416","CHEM015L KS-08 SP2021","1600","1800","-M-----","ONLI    ","OnCampus"
"CHEM015L KS-09 SP2020129167","CHEM015L KS-09 SP2020","900","950","-M-W-F-","BCFOR ","OnCampus"
"CHEM023B HM-03 SP2020121890","CHEM023B HM-03 SP2020","1000","1050","-M-W---","SHAN2460","OnCampus"
"CHEM024  HM-02 SP2021135521","CHEM024  HM-02 SP2021","1315","1715","---W---","JA2308","OnCampus"
"CHEM024  HM-04 SP2020121897","CHEM024  HM-04 SP2020","1315","1715","---W---","JA2308","OnCampus"
"CHEM040  HM-02 SP2020129479","CHEM040  HM-02 SP2020","1315","1715","----R--","ARR    ","OnCampus"
"CHEM051  HM-01 FA2020130219","CHEM051  HM-01 FA2020","840","930","-M-W-F-","ONLI    ","OnCampus"
"CHEM070L KS-01 FA2020135130","CHEM070L KS-01 FA2020","1430","1545","--T-R--","ONLI    ","OnCampus"
"CHEM104  HM-01 SP2021135533","CHEM104  HM-01 SP2021","1000","1050","-M-W-F-","ONLI    ","OnCampus"
"CHEM105  HM-01 FA2020130222","CHEM105  HM-01 FA2020","1000","1050","-M-W-F-","ONLI    ","OnCampus"
"CHEM110  HM-01 SP2021135534","CHEM110  HM-01 SP2021","1315","1715","--T----","KE2334","OnCampus"
"CHEM110BLPO-03 SP2020128646","CHEM110BLPO-03 SP2020","1315","1700","---W---","SN202 ","OnCampus"
"CHEM112  PO-01 SP2020128648","CHEM112  PO-01 SP2020","935","1050","--T-R--","SCOM103 ","OnCampus"
"CHEM116LXKS-05 FA2020134313","CHEM116LXKS-05 FA2020","2000","2200","-M-----","ONLI    ","OnCampus"
"CHEM117LXKS-02 SP2021137532","CHEM117LXKS-02 SP2021","1300","1500","-M-----","ONLI    ","OnCampus"
"CHEM117LXKS-07 SP2021137537","CHEM117LXKS-07 SP2021","2000","2200","--T----","ONLI    ","OnCampus"
"CHEM117LXKS-09 SP2020129429","CHEM117LXKS-09 SP2020","1315","1715","-----F-","KS242 ","OnCampus"
"CHEM117LXKS-10 SP2021137540","CHEM117LXKS-10 SP2021","2000","1300","---W---","ONLI    ","OnCampus"
"CHEM122  KS-01 FA2020133806","CHEM122  KS-01 FA2020","915","1030","--T-R--","ONLI    ","OnCampus"
"CHEM125L KS-01 SP2020129194","CHEM125L KS-01 SP2020","1415","1715","-M-W---","KS205 ","OnCampus"
"CHEM152  HM-02 SP2021135541","CHEM152  HM-02 SP2021","0","0","-------","ARR    ","OnCampus"
"CHEM152  HM-07 SP2020126599","CHEM152  HM-07 SP2020","0","0","-------","ARR    ","OnCampus"
"CHEM152  HM-16 SP2020126610","CHEM152  HM-16 SP2020","0","0","-------","ARR    ","OnCampus"
"CHEM177  KS-02 FA2020133762","CHEM177  KS-02 FA2020","1000","1050","-M-W-F-","ONLI    ","OnCampus"
"CHEM188L KS-01 SP2020129199","CHEM188L KS-01 SP2020","0","0","-------","ARR    ","OnCampus"
"CHEM191  PO-40 SP2021136989","CHEM191  PO-40 SP2021","0","0","-------","ONLIASYN","OnCampus"
"CHEM194  PO-12 FA2020131778","CHEM194  PO-12 FA2020","1100","1215","--T-R--","ONLIWEB ","OnCampus"
"CHEM194  PO-16 SP2021136993","CHEM194  PO-16 SP2021","0","0","-------","ONLIASYN","OnCampus"
"CHEM194  PO-24 FA2020131782","CHEM194  PO-24 FA2020","1100","1215","--T-R--","ONLIWEB ","OnCampus"
"CHEM194  PO-32 SP2021136997","CHEM194  PO-32 SP2021","0","0","-------","ONLIASYN","OnCampus"
"CHIN051A PO-02 FA2020133058","CHIN051A PO-02 FA2020","1430","1520","-M-W---","ONLIWEB ","OnCampus"
"CHIN051A PO-03 FA2020133060","CHIN051A PO-03 FA2020","1000","1050","-M-W---","ONLIWEB ","OnCampus"
"CHIN051B PO-01 SP2020128666","CHIN051B PO-01 SP2020","1000","1050","-M-W---","MA22  ","OnCampus"
"CHIN051B PO-02 SP2020128669","CHIN051B PO-02 SP2020","1100","1150","-M-W---","MA11  ","OnCampus"
"CHIN051H PO-01 SP2020128670","CHIN051H PO-01 SP2020","900","950","-M-W---","MA3   ","OnCampus"
"CHIN111B PO-01 SP2021138486","CHIN111B PO-01 SP2021","1100","1215","-M-W-F-","ONLISYNC","OnCampus"
"CHIN127  PO-01 SP2020128673","CHIN127  PO-01 SP2020","1315","1430","-M---F-","MA202 ","OnCampus"
"CHLT060  CH-01 SP2021137458","CHLT060  CH-01 SP2021","1100","1215","--T-R--","TBA    ","OnCampus"
"CHST067  CH-01 SP2021138491","CHST067  CH-01 SP2021","1245","1400","-M-W---","ONLISYNC","OnCampus"
"CHST191  CH-20 SP2021139350","CHST191  CH-20 SP2021","0","0","-------","ONLIASYN","OnCampus"
"CHST192  CH-04 SP2021139356","CHST192  CH-04 SP2021","0","0","-------","ONLIASYN","OnCampus"
"CHST192  CH-08 SP2020126050","CHST192  CH-08 SP2020","0","0","-------","ARR    ","OnCampus"
"CHST192  CH-12 SP2021139358","CHST192  CH-12 SP2021","0","0","-------","ONLIASYN","OnCampus"
"CHST192  CH-20 SP2020126053","CHST192  CH-20 SP2020","0","0","-------","ARR    ","OnCampus"
"CLAS191  SC-01 SP2020129247","CLAS191  SC-01 SP2020","0","0","-------","ARR    ","OnCampus"
"CORE002  SC-10 SP2021139098","CORE002  SC-10 SP2021","1430","1545","-M-W---","ONLI    ","OnCampus"
"CREA025  PZ-01 FA2020134325","CREA025  PZ-01 FA2020","730","845","--T-R--","ONLI    ","OnCampus"
"CSCI005  HM-02 SP2020121923","CSCI005  HM-02 SP2020","1315","1430","--T-R--","BKB126","OnCampus"
"CSCI005  HM-02 SU2020S2131129","CSCI005  HM-02 SU2020S2","1315","1630","-M-W---","ARR    ","OnCampus"
"CSCI005  PZ-01 SP2020129887","CSCI005  PZ-01 SP2020","1100","1215","--T-R--","ADDAVD","OnCampus"
"CSCI005L HM-01 FA2020130261","CSCI005L HM-01 FA2020","1800","2000","--T----","ONLI    ","OnCampus"
"CSCI035  HM-01 SU2020S2131131","CSCI035  HM-01 SU2020S2","1900","2030","--T-R--","ARR    ","OnCampus"
"CSCI036  CM-01 SP2020127664","CSCI036  CM-01 SP2020","900","950","-M-W-F-","KRV165 ","OnCampus"
"CSCI036  CM-02 FA2020132062","CSCI036  CM-02 FA2020","1615","1730","--T-R--","ONLI    ","OnCampus"
"CSCI051A PO-01 SP2020128683","CSCI051A PO-01 SP2020","1100","1215","-M-W---","EDMS101 ","OnCampus"
"CSCI051P PO-01 FA2020133073","CSCI051P PO-01 FA2020","1000","1050","-M-W-F-","ONLIWEB ","OnCampus"
"CSCI051PLPO-01 FA2020133075","CSCI051PLPO-01 FA2020","1245","1545","--T----","ONLIWEB ","OnCampus"
"CSCI062 LPO-01 SP2020129626","CSCI062 LPO-01 SP2020","1315","1600","---W---","EDMS219 ","OnCampus"
"CSCI070L HM-01 FA2020130284","CSCI070L HM-01 FA2020","0","0","-------","ASYN    ","OnCampus"
"CSCI081  HM-01 SP2021135579","CSCI081  HM-01 SP2021","0","0","-------","ASYN    ","OnCampus"
"CSCI101  PO-01 SP2020128694","CSCI101  PO-01 SP2020","1315","1430","--T-R--","EDMS114 ","OnCampus"
"CSCI101  PO-01 SP2021138508","CSCI101  PO-01 SP2021","915","1030","--T-R--","ONLISYNC","OnCampus"
"CSCI133  PO-01 FA2020134568","CSCI133  PO-01 FA2020","1245","1400","-M-W---","ONLIWEB ","OnCampus"
"CSCI140  HM-01 FA2020130313","CSCI140  HM-01 FA2020","1245","1400","--T-R--","ONLI    ","OnCampus"
"CSCI186  HM-01 FA2020130420","CSCI186  HM-01 FA2020","0","0","-------","ARR    ","OnCampus"
"CSCI191  PO-12 FA2020131839","CSCI191  PO-12 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"CSCI191  PO-20 FA2020131841","CSCI191  PO-20 FA2020","0","0","-------","ONLIWEB ","OnCampus"
"CSCI191  PO-20 SP2020129588","CSCI191  PO-20 SP2020","0","0","-------","ARR    ","OnCampus"
"CSCI192  PO-12 SP2021137007","CSCI192  PO-12 SP2021","0","0","-------","ONLIASYN","OnCampus"
"CSCI192  PO-28 SP2020126259","CSCI192  PO-28 SP2020","0","0","-------","ARR    ","OnCampus"
"CSMT183  HM-01 FA2020130433","CSMT183  HM-01 FA2020","1100","1215","--T----","ONLI    ","OnCampus"
"CSMT184  HM-01 SP2021135729","CSMT184  HM-01 SP2021","1100","1215","--T----","ONLI    ","OnCampus"
"DANC010  PO-02 SP2021138522","DANC010  PO-02 SP2021","1245","1400","-M-W---","ONLIWEB ","OnCampus"
"DANC050  PO-01 FA2020133527","DANC050  PO-01 FA2020","1500","1630","-M-W---","ONLIWEB ","OnCampus"
"DANC083  SC-01 FA2020134358","DANC083  SC-01 FA2020","1900","2050","--T-R--","ONLI    ","OnCampus"
"DANC106B SC-01 FA2020132125","DANC106B SC-01 FA2020","915","1030","--T-R--","ONLI    ","OnCampus"
"DANC110B SC-01 SP2020127546","DANC110B SC-01 SP2020","1645","1830","-M-W---","DNSTU ","OnCampus"
"DANC114B SC-01 SP2021139186","DANC114B SC-01 SP2021","1100","1225","-M-W---","ONLI    ","OnCampus"
"DANC124 PPO-01 SP2021138535","DANC124 PPO-01 SP2021","1645","1815","--T-R--","ONLIWEB ","OnCampus"
"DANC135  PO-01 FA2020133542","DANC135  PO-01 FA2020","1100","1215","-M-W---","ONLIWEB ","OnCampus"
"DANC138  PO-01 SP2020128718","DANC138  PO-01 SP2020","1100","1215","--T-R--","PDCLAS","OnCampus"
"DANC150C PO-01 FA2020133543","DANC150C PO-01 FA2020","1840","1940","-M-----","ONLIWEB ","OnCampus"
"DANC152  PO-01 SP2021138540","DANC152  PO-01 SP2021","1245","1400","-M-W---","ONLIWEB ","OnCampus"
"DANC162B SC-01 FA2020132190","DANC162B SC-01 FA2020","0","0","-------","ONLI    ","OnCampus"
"DANC180  SC-01 SP2021139378","DANC180  SC-01 SP2021","1430","1555","--T-R--","ONLI    ","OnCampus"
"DANC190  SC-01 FA2020134448","DANC190  SC-01 FA2020","0","0","-------","ONLI    ","OnCampus"
"DANC193B SC-01 SP2020127556","DANC193B SC-01 SP2020","0","0","-------","ARR    ","OnCampus"
"DS  002  SC-01 SP2021139159","DS  002  SC-01 SP2021","1430","1545","--T-R--","ONLI    ","OnCampus"
"EA  010  PO-02 SP2021139217","EA  010  PO-02 SP2021","1430","1545","--T-R--","ONLISYNC","OnCampus"
"EA  085 LPO-02 SP2020129637","EA  085 LPO-02 SP2020","1315","1600","---W---","ARRARR ","OnCampus"
"EA  090  PZ-01 FA2020135307","EA  090  PZ-01 FA2020","1430","1715","--T----","ONLI    ","OnCampus"
"EA  100  KS-0 SP2020129205","EA  100  KS-0 SP2020","1315","1430","-M-W---","KS127 ","OnCampus"
"EA  140  PZ-01 SP2020127441","EA  140  PZ-01 SP2020","1315","1430","--T-R--","BD208 ","OnCampus"
"EA  150  PZ-01 SP2020127440","EA  150  PZ-01 SP2020","1315","1600","----R--","BDPERF","OnCampus"
"EA  173  PO-01 SP2020128744","EA  173  PO-01 SP2020","1315","1600","----R--","MDSL134 ","OnCampus"
"EA  173  PO-01 SP2020128745","EA  173  PO-01 SP2020","1445","1600","--T----","EDMS251 ","OnCampus"
"EA  188L KS-01 FA2020133825","EA  188L KS-01 FA2020","0","0","-------","ONLI    ","OnCampus"
"EA  191H PO-04 SP2021137012","EA  191H PO-04 SP2021","0","0","-------","ONLIASYN","OnCampus"
"EA  197  PZ-01 SP2021139613","EA  197  PZ-01 SP2021","1430","1715","-M-----","TBA    ","OnCampus"
"ECON050  CM-03 FA2020132083","ECON050  CM-03 FA2020","1100","1215","-M-W---","ONLI    ","OnCampus"
"ECON050  CM-04 FA2020134515","ECON050  CM-04 FA2020","1245","1400","--T-R--","ONLI    ","OnCampus"
"ECON051  PO-03 SP2021139778","ECON051  PO-03 SP2021","1430","1545","-M-W---","ONLISYNC","OnCampus"
"ECON051  PO-05 FA2020133108","ECON051  PO-05 FA2020","915","1030","--T-R--","ONLIWEB ","OnCampus"
"ECON053  HM-01 SP2020122036","ECON053  HM-01 SP2020","1445","1600","--T-R--","GAMCAL","OnCampus"
"ECON057  PO-01 SP2020128755","ECON057  PO-01 SP2020","935","1050","--T-R--","HN108 ","OnCampus"
"ECON090  CM-01 FA2020132093","ECON090  CM-01 FA2020","1245","1400","-M-W---","ONLI    ","OnCampus"
"ECON091  PZ-01 SU2020S2134576","ECON091  PZ-01 SU2020S2","1300","1610","--T-R--","ARR    ","OnCampus"
"ECON100  CM-01 FA2020132095","ECON100  CM-01 FA2020","915","1030","--T-R--","ONLI    ","OnCampus"
"ECON101  CM-05 SP2020127400","ECON101  CM-05 SP2020","1315","1430","-M-W---","BC34  ","OnCampus"
"ECON101  CM-08 SP2020127403","ECON101  CM-08 SP2020","1615","1730","--T-R--","BC36  ","OnCampus"
"ECON101  SC-01 SP2021139110","ECON101  SC-01 SP2021","1615","1730","--T-R--","ONLI    ","OnCampus"
"ECON102  CM-02 FA2020132108","ECON102  CM-02 FA2020","1100","1215","--T-R--","ONLI    ","OnCampus"
"ECON102  CM-03 SP2021138998","ECON102  CM-03 SP2021","1800","1915","--T-R--","ONLI    ","OnCampus"
"ECON102  CM-04 SP2020127407","ECON102  CM-04 SP2020","1100","1215","--T-R--","BC35  ","OnCampus"
"ECON102  CM-07 SP2021139002","ECON102  CM-07 SP2021","1615","1730","-M-W---","ONLI    ","OnCampus"
"ECON102  PO-01 FA2020133116","ECON102  PO-01 FA2020","1245","1400","-M-W---","ONLIWEB ","OnCampus"
"ECON102  PO-01 SP2021138569","ECON102  PO-01 SP2021","915","1030","--T-R--","ONLISYNC","OnCampus"
"ECON105  PZ-01 FA2020134185","ECON105  PZ-01 FA2020","1100","1215","-M-W---","ONLI    ","OnCampus"
"ECON120  CM-02 FA2020132112","ECON120  CM-02 FA2020","1100","1215","--T-R--","ONLI    ","OnCampus"
"ECON120  CM-03 SP2020127416","ECON120  CM-03 SP2020","1100","1215","--T-R--","RN12  ","OnCampus"
