"calendarSessionExternalId","courseSectionExternalId"
"SP2020","CSCI191  PO-16 SP2020"
"SP2020","CSCI191  PO-20 SP2020"
"SP2020","CSCI191  PO-24 SP2020"
"SP2020","CSCI191  PO-24 SP2020"
"SP2020","CSCI191  PO-28 SP2020"
"SP2020","CSCI191  PO-28 SP2020"
"SP2020","CSCI191  PO-32 SP2020"
"SP2020","CSCI191  PO-32 SP2020"
"SP2020","CSCI191  PO-36 SP2020"
"FA2020","CSCI191  PO-04 FA2020"
"FA2020","CSCI191  PO-04 FA2020"
"FA2020","CSCI191  PO-08 FA2020"
"FA2020","CSCI191  PO-08 FA2020"
"FA2020","CSCI191  PO-12 FA2020"
"FA2020","CSCI191  PO-12 FA2020"
"FA2020","CSCI191  PO-16 FA2020"
"FA2020","CSCI191  PO-20 FA2020"
"FA2020","CSCI191  PO-20 FA2020"
"SP2021","CSCI191  PO-04 SP2021"
"SP2021","CSCI191  PO-08 SP2021"
"SP2021","CSCI191  PO-12 SP2021"
"SP2021","CSCI191  PO-16 SP2021"
"SP2021","CSCI191  PO-20 SP2021"
"SP2020","CSCI192  PO-04 SP2020"
"SP2020","CSCI192  PO-04 SP2020"
"SP2020","CSCI192  PO-08 SP2020"
"SP2020","CSCI192  PO-08 SP2020"
"SP2020","CSCI192  PO-16 SP2020"
"SP2020","CSCI192  PO-16 SP2020"
"SP2020","CSCI192  PO-20 SP2020"
"SP2020","CSCI192  PO-20 SP2020"
"SP2020","CSCI192  PO-24 SP2020"
"SP2020","CSCI192  PO-24 SP2020"
"SP2020","CSCI192  PO-28 SP2020"
"SP2020","CSCI192  PO-28 SP2020"
"SP2020","CSCI192  PO-32 SP2020"
"SP2020","CSCI192  PO-32 SP2020"
"SP2020","CSCI192  PO-36 SP2020"
"FA2020","CSCI192  PO-04 FA2020"
"FA2020","CSCI192  PO-08 FA2020"
"FA2020","CSCI192  PO-12 FA2020"
"FA2020","CSCI192  PO-16 FA2020"
"FA2020","CSCI192  PO-20 FA2020"
"SP2021","CSCI192  PO-04 SP2021"
"SP2021","CSCI192  PO-08 SP2021"
"SP2021","CSCI192  PO-12 SP2021"
"SP2021","CSCI192  PO-16 SP2021"
"SP2021","CSCI192  PO-20 SP2021"
"SP2020","CSCI195  HM-01 SP2020"
"SP2020","CSCI195  HM-02 SP2020"
"FA2020","CSCI195  HM-01 FA2020"
"FA2020","CSCI195  HM-02 FA2020"
"SP2021","CSCI195  HM-01 SP2021"
"FA2020","CSCI199DRPO-03 FA2020"
"SP2020","CSMT181A JT-01 SP2020"
"FA2020","CSMT183  HM-01 FA2020"
"FA2020","CSMT183  HM-01 FA2020"
"FA2020","CSMT183  HM-01 FA2020"
"SP2020","CSMT184  HM-01 SP2020"
"SP2020","CSMT184  HM-01 SP2020"
"SP2021","CSMT184  HM-01 SP2021"
"SP2021","CSMT184  HM-01 SP2021"
"SP2020","DANC010  PO-01 SP2020"
"FA2020","DANC010  PO-01 FA2020"
"FA2020","DANC010  PO-02 FA2020"
"SP2021","DANC010  PO-01 SP2021"
"SP2021","DANC010  PO-02 SP2021"
"SP2020","DANC012  PO-01 SP2020"
"SP2020","DANC012  PO-01 SP2020"
"FA2020","DANC012  PO-01 FA2020"
"FA2020","DANC012  PO-01 FA2020"
"SP2021","DANC012  PO-01 SP2021"
"SP2020","DANC012 PPO-01 SP2020"
"FA2020","DANC012 PPO-01 FA2020"
"FA2020","DANC012 PPO-01 FA2020"
"SP2021","DANC012 PPO-01 SP2021"
"SP2020","DANC050  PO-01 SP2020"
"SP2020","DANC050  PO-01 SP2020"
"FA2020","DANC050  PO-01 FA2020"
"FA2020","DANC050  PO-01 FA2020"
"SP2021","DANC050  PO-01 SP2021"
"SP2021","DANC050  PO-01 SP2021"
"SP2020","DANC050 PPO-01 SP2020"
"SP2020","DANC050 PPO-01 SP2020"
"FA2020","DANC050 PPO-01 FA2020"
"FA2020","DANC050 PPO-01 FA2020"
"SP2021","DANC050 PPO-01 SP2021"
"SP2021","DANC050 PPO-01 SP2021"
"SP2020","DANC051  PO-01 SP2020"
"SP2020","DANC051  PO-01 SP2020"
"FA2020","DANC051  PO-01 FA2020"
"FA2020","DANC051  PO-01 FA2020"
"SP2021","DANC051  PO-01 SP2021"
"SP2020","DANC051 PPO-01 SP2020"
"SP2020","DANC051 PPO-01 SP2020"
"FA2020","DANC051 PPO-01 FA2020"
"FA2020","DANC051 PPO-01 FA2020"
"SP2021","DANC051 PPO-01 SP2021"
"SP2020","DANC068  SC-01 SP2020"
"FA2020","DANC068  SC-01 FA2020"
"SP2021","DANC076A SC-01 SP2021"
"SP2021","DANC076B SC-01 SP2021"
"SP2021","DANC078B SC-01 SP2021"
"FA2020","DANC083  SC-01 FA2020"
"FA2020","DANC083  SC-01 FA2020"
"SP2021","DANC083B SC-01 SP2021"
"SP2020","DANC091  SC-01 SP2020"
"FA2020","DANC091  SC-01 FA2020"
"SP2020","DANC100B SC-01 SP2020"
"SP2020","DANC100B SC-01 SP2020"
"SP2021","DANC101  SC-01 SP2021"
"SP2020","DANC103  SC-01 SP2020"
"FA2020","DANC106B SC-01 FA2020"
"FA2020","DANC110A SC-01 FA2020"
"FA2020","DANC110A SC-01 FA2020"
"SP2020","DANC110B SC-01 SP2020"
"SP2020","DANC110B SC-01 SP2020"
"FA2020","DANC110B SC-01 FA2020"
"SP2021","DANC110B SC-01 SP2021"
"SP2020","DANC111B SC-01 SP2020"
"SP2020","DANC111B SC-01 SP2020"
"FA2020","DANC111B SC-01 FA2020"
"FA2020","DANC112A SC-01 FA2020"
"FA2020","DANC112B SC-01 FA2020"
"SP2020","DANC114A SC-01 SP2020"
"SP2021","DANC114A SC-01 SP2021"
"SP2020","DANC114B SC-01 SP2020"
"SP2021","DANC114B SC-01 SP2021"
"SP2020","DANC120  PO-01 SP2020"
"FA2020","DANC120  PO-01 FA2020"
"FA2020","DANC120  PO-01 FA2020"
"SP2021","DANC120  PO-01 SP2021"
"SP2021","DANC120  PO-01 SP2021"
"SP2020","DANC120 PPO-01 SP2020"
"FA2020","DANC120 PPO-01 FA2020"
"FA2020","DANC120 PPO-01 FA2020"
"SP2021","DANC120 PPO-01 SP2021"
"SP2021","DANC120 PPO-01 SP2021"
"SP2021","DANC121  SC-01 SP2021"
"SP2020","DANC122  PO-01 SP2020"
"FA2020","DANC122  PO-01 FA2020"
"FA2020","DANC122  PO-01 FA2020"
"SP2021","DANC122  PO-01 SP2021"
"SP2021","DANC122  PO-01 SP2021"
"SP2020","DANC122 PPO-01 SP2020"
"FA2020","DANC122 PPO-01 FA2020"
"FA2020","DANC122 PPO-01 FA2020"
"SP2021","DANC122 PPO-01 SP2021"
"SP2021","DANC122 PPO-01 SP2021"
"SP2020","DANC123  PO-01 SP2020"
"SP2020","DANC123  PO-01 SP2020"
"FA2020","DANC123  PO-01 FA2020"
"FA2020","DANC123  PO-01 FA2020"
"SP2021","DANC123  PO-01 SP2021"
"SP2020","DANC124  PO-01 SP2020"
"SP2020","DANC124  PO-01 SP2020"
"FA2020","DANC124  PO-01 FA2020"
"FA2020","DANC124  PO-01 FA2020"
"SP2021","DANC124  PO-01 SP2021"
"SP2020","DANC124 PPO-01 SP2020"
"SP2020","DANC124 PPO-01 SP2020"
"FA2020","DANC124 PPO-01 FA2020"
"FA2020","DANC124 PPO-01 FA2020"
"SP2021","DANC124 PPO-01 SP2021"
"SP2021","DANC130  PO-01 SP2021"
"SU2020S5","DANC131  SC-01 SU2020S5"
"SP2021","DANC131  SC-01 SP2021"
"FA2020","DANC135  PO-01 FA2020"
"FA2020","DANC135  PO-01 FA2020"
"SP2020","DANC137  SC-01 SP2020"
"SP2020","DANC137  SC-01 SP2020"
"SP2020","DANC138  PO-01 SP2020"
"SP2020","DANC138  PO-01 SP2020"
"SP2020","DANC139  PO-01 SP2020"
"SP2020","DANC139  PO-01 SP2020"
"SP2020","DANC140  PO-01 SP2020"
"SP2020","DANC140  PO-01 SP2020"
"SP2020","DANC142  SC-01 SP2020"
"SP2020","DANC150C PO-01 SP2020"
"SP2020","DANC150C PO-01 SP2020"
"SP2020","DANC150C PO-01 SP2020"
"FA2020","DANC150C PO-01 FA2020"
"FA2020","DANC150C PO-01 FA2020"
"FA2020","DANC150C PO-01 FA2020"
"SP2021","DANC150C PO-01 SP2021"
"SP2021","DANC150C PO-01 SP2021"
"SP2020","DANC151  PO-01 SP2020"
"SP2020","DANC151  PO-01 SP2020"
"FA2020","DANC151  PO-01 FA2020"
"FA2020","DANC151  PO-01 FA2020"
"SP2021","DANC151  PO-01 SP2021"
"SU2020S1","DANC151  PZ-01 SU2020S1"
"SU2020S1","DANC151  PZ-01 SU2020S1"
"SP2020","DANC151 PPO-01 SP2020"
"SP2020","DANC151 PPO-01 SP2020"
"FA2020","DANC151 PPO-01 FA2020"
"FA2020","DANC151 PPO-01 FA2020"
"SP2021","DANC151 PPO-01 SP2021"
"SP2020","DANC152  PO-01 SP2020"
"SP2020","DANC152  PO-01 SP2020"
"FA2020","DANC152  PO-01 FA2020"
"FA2020","DANC152  PO-01 FA2020"
"FA2020","DANC152  PO-02 FA2020"
"FA2020","DANC152  PO-02 FA2020"
"SP2021","DANC152  PO-01 SP2021"
"SP2020","DANC152 PPO-01 SP2020"
"SP2020","DANC152 PPO-01 SP2020"
"FA2020","DANC152 PPO-01 FA2020"
"FA2020","DANC152 PPO-01 FA2020"
"FA2020","DANC152 PPO-02 FA2020"
"FA2020","DANC152 PPO-02 FA2020"
"SP2021","DANC152 PPO-01 SP2021"
"SP2020","DANC152IOSC-01 SP2020"
"FA2020","DANC152IOSC-01 FA2020"
"FA2020","DANC159  SC-01 FA2020"
"FA2020","DANC160  SC-01 FA2020"
"SP2020","DANC162A SC-01 SP2020"
"FA2020","DANC162A SC-01 FA2020"
"SP2021","DANC162A SC-01 SP2021"
"SP2020","DANC162B SC-01 SP2020"
"FA2020","DANC162B SC-01 FA2020"
"SP2021","DANC162B SC-01 SP2021"
"FA2020","DANC163  SC-01 FA2020"
"SP2020","DANC166  PO-01 SP2020"
"SP2020","DANC166  PO-01 SP2020"
"SP2021","DANC166  PO-01 SP2021"
"SP2020","DANC166 PPO-01 SP2020"
"SP2020","DANC166 PPO-01 SP2020"
"SP2021","DANC166 PPO-01 SP2021"
"FA2020","DANC170  PO-01 FA2020"
"FA2020","DANC170  PO-01 FA2020"
"SP2020","DANC175  PO-01 SP2020"
"SP2020","DANC175  PO-01 SP2020"
"FA2020","DANC175  PO-01 FA2020"
"FA2020","DANC175  PO-01 FA2020"
"SP2021","DANC175  PO-01 SP2021"
"SP2020","DANC176  PO-01 SP2020"
"SP2020","DANC176  PO-01 SP2020"
"FA2020","DANC176  PO-01 FA2020"
"FA2020","DANC176  PO-01 FA2020"
"SP2021","DANC176  PO-01 SP2021"
"SP2020","DANC180  PO-01 SP2020"
"FA2020","DANC180  PO-01 FA2020"
"SP2021","DANC180  PO-01 SP2021"
"SP2020","DANC180  SC-01 SP2020"
"SP2020","DANC180  SC-01 SP2020"
"FA2020","DANC180  SC-01 FA2020"
"FA2020","DANC180  SC-01 FA2020"
"SP2021","DANC180  SC-01 SP2021"
"SP2020","DANC180 PPO-01 SP2020"
"FA2020","DANC180 PPO-01 FA2020"
"SP2021","DANC180 PPO-01 SP2021"
"SP2020","DANC181  PO-01 SP2020"
"FA2020","DANC181  PO-01 FA2020"
"SP2021","DANC181  PO-01 SP2021"
"SP2020","DANC181 PPO-01 SP2020"
"FA2020","DANC181 PPO-01 FA2020"
"SP2021","DANC181 PPO-01 SP2021"
"FA2020","DANC190  SC-01 FA2020"
"SP2020","DANC191  SC-01 SP2020"
"SP2020","DANC191  SC-02 SP2020"
"SP2020","DANC191  SC-03 SP2020"
"SP2020","DANC191  SC-04 SP2020"
"SP2021","DANC191  SC-01 SP2021"
"SP2020","DANC192  PO-04 SP2020"
"FA2020","DANC192  PO-04 FA2020"
"SP2021","DANC192  PO-04 SP2021"
"FA2020","DANC193  SC-01 FA2020"
"SP2021","DANC193  SC-01 SP2021"
"SP2020","DANC193A SC-01 SP2020"
"SP2020","DANC193B SC-01 SP2020"
"SP2020","DANC193C SC-01 SP2020"
"SP2020","DANC193D SC-01 SP2020"
"FA2020","DS  001  SC-01 FA2020"
"SP2021","DS  002  SC-01 SP2021"
"SP2020","DS  180  CM-01 SP2020"
"FA2020","DS  180  CM-01 FA2020"
"SP2021","DS  180  CM-01 SP2021"
"SP2020","EA  010  PO-01 SP2020"
"SP2020","EA  010  PO-02 SP2020"
"SP2020","EA  010  PO-02 SP2020"
"FA2020","EA  010  PO-01 FA2020"
"FA2020","EA  010  PO-02 FA2020"
"FA2020","EA  010  PO-03 FA2020"
"FA2020","EA  010  PO-04 FA2020"
"SP2021","EA  010  PO-01 SP2021"
"SP2021","EA  010  PO-02 SP2021"
"SP2021","EA  010  PO-03 SP2021"
"SP2020","EA  010  PZ-01 SP2020"
"SP2020","EA  010  PZ-02 SP2020"
"SP2020","EA  010  PZ-03 SP2020"
"FA2020","EA  010  PZ-01 FA2020"
"FA2020","EA  010  PZ-02 FA2020"
"SP2021","EA  010  PZ-01 SP2021"
"SP2021","EA  010  PZ-02 SP2021"
"SP2020","EA  010  SC-01 SP2020"
"SP2020","EA  020  PO-01 SP2020"
"FA2020","EA  020  PO-01 FA2020"
"SP2021","EA  020  PO-01 SP2021"
"SP2020","EA  021  CM-01 SP2020"
"FA2020","EA  030  PO-01 FA2020"
"FA2020","EA  030 LPO-01 FA2020"
"FA2020","EA  030 LPO-02 FA2020"
"FA2020","EA  030 LPO-02 FA2020"
"SP2021","EA  030E PO-01 SP2021"
"SP2021","EA  030E PO-01 SP2021"
"SP2020","EA  030L KS-01 SP2020"
"SP2020","EA  030L KS-01 SP2020"
"SP2020","EA  030L KS-01 SP2020"
"FA2020","EA  030L KS-01 FA2020"
"FA2020","EA  030L KS-01 FA2020"
"SP2021","EA  030L KS-01 SP2021"
"SP2021","EA  030L KS-01 SP2021"
"SP2021","EA  030L KS-02 SP2021"
"SP2021","EA  030L KS-02 SP2021"
"FA2020","EA  032  PZ-01 FA2020"
"SP2021","EA  032  PZ-01 SP2021"
"FA2020","EA  050  PZ-01 FA2020"
"SP2021","EA  055L KS-01 SP2021"
"SP2021","EA  055L KS-01 SP2021"
"FA2020","EA  060  PZ-01 FA2020"
"SP2021","EA  060  PZ-01 SP2021"
"SP2020","EA  085  PO-01 SP2020"
"SP2020","EA  085 LPO-01 SP2020"
"SP2020","EA  085 LPO-02 SP2020"
"FA2020","EA  086  PZ-01 FA2020"
"SP2021","EA  086  PZ-01 SP2021"
"SP2020","EA  086  SC-01 SP2020"
"SP2020","EA  090  PZ-01 SP2020"
"FA2020","EA  090  PZ-01 FA2020"
"SP2020","EA  093  PZ-01 SP2020"
"SP2021","EA  093  PZ-01 SP2021"
"SP2020","EA  096  PZ-01 SP2020"
"SP2020","EA  098  PZ-01 SP2020"
"SP2021","EA  098  PZ-01 SP2021"
"SP2020","EA  099  PO-01 SP2020"
"SP2020","EA  100  KS-0  SP2020"
"SP2021","EA  100  KS-0  SP2021"
"FA2020","EA  101  PO-01 FA2020"
"FA2020","EA  101  PO-01 FA2020"
"SP2021","EA  101  PO-01 SP2021"
"SP2021","EA  101  PO-01 SP2021"
"SP2020","EA  103  KS-01 SP2020"
"SP2021","EA  103  KS-01 SP2021"
"SP2020","EA  103L KS-01 SP2020"
"SP2020","EA  103L KS-01 SP2020"
"FA2020","EA  104  KS-01 FA2020"
"FA2020","EA  130  PZ-01 FA2020"
"SP2021","EA  130  PZ-01 SP2021"
"SP2020","EA  131  PZ-01 SP2020"
"FA2020","EA  131  PZ-01 FA2020"
"FA2020","EA  133  PZ-01 FA2020"
"SP2021","EA  134  PZ-01 SP2021"
"SP2021","EA  138  PZ-01 SP2021"
"SP2020","EA  140  PZ-01 SP2020"
"FA2020","EA  141  PZ-01 FA2020"
"SP2021","EA  141  PZ-01 SP2021"
"SP2020","EA  144  PZ-01 SP2020"
"SU2020S1","EA  144  PZ-01 SU2020S1"
"SU2020S1","EA  144  PZ-01 SU2020S1"
"FA2020","EA  144  PZ-01 FA2020"
"SP2021","EA  144  PZ-01 SP2021"
"SP2020","EA  146  PZ-01 SP2020"
"SP2020","EA  150  PZ-01 SP2020"
"FA2020","EA  150  PZ-01 FA2020"
"SP2021","EA  170  PO-01 SP2021"
"SP2020","EA  171  PO-01 SP2020"
"SP2020","EA  173  PO-01 SP2020"
"SP2020","EA  173  PO-01 SP2020"
"SP2020","EA  174  JT-01 SP2020"
"SP2020","EA  174  JT-01 SP2020"
"SP2020","EA  179B HM-01 SP2020"
"FA2020","EA  180  PO-01 FA2020"
"SP2020","EA  185  PO-01 SP2020"
"SP2021","EA  185  PO-01 SP2021"
"SP2020","EA  188L KS-01 SP2020"
"FA2020","EA  188L KS-01 FA2020"
"SP2021","EA  188L KS-01 SP2021"
"SP2020","EA  189L KS-01 SP2020"
"FA2020","EA  189L KS-01 FA2020"
"SP2021","EA  189L KS-01 SP2021"
"SP2020","EA  190  PO-01 SP2020"
"SP2020","EA  190L KS-01 SP2020"
"FA2020","EA  190L KS-01 FA2020"
"SP2021","EA  190L KS-01 SP2021"
"SP2020","EA  191  KS-01 SP2020"
"FA2020","EA  191  KS-01 FA2020"
"SP2021","EA  191  KS-01 SP2021"
"FA2020","EA  191  PO-04 FA2020"
"SP2021","EA  191  PO-04 SP2021"
"SP2020","EA  191H PO-01 SP2020"
"FA2020","EA  191H PO-04 FA2020"
"SP2021","EA  191H PO-04 SP2021"
"SP2021","EA  197  PZ-01 SP2021"
"SI2020","EA  198  SC-01 SI2020"
"SI2020","EA  198  SC-02 SI2020"
"SP2020","EA  198  SC-01 SP2020"
"FA2020","EA  198  SC-01 FA2020"
"SP2020","EA  199  KS-01 SP2020"
"SP2020","ECON050  CM-01 SP2020"
"SP2020","ECON050  CM-02 SP2020"
"FA2020","ECON050  CM-01 FA2020"
"FA2020","ECON050  CM-02 FA2020"
"FA2020","ECON050  CM-03 FA2020"
"FA2020","ECON050  CM-04 FA2020"
"FA2020","ECON050  CM-05 FA2020"
"FA2020","ECON050  CM-06 FA2020"
"SP2021","ECON050  CM-01 SP2021"
"SP2021","ECON050  CM-02 SP2021"
"SP2020","ECON051  PO-01 SP2020"
"SP2020","ECON051  PO-02 SP2020"
"SP2020","ECON051  PO-03 SP2020"
"SP2020","ECON051  PO-04 SP2020"
"FA2020","ECON051  PO-01 FA2020"
"FA2020","ECON051  PO-01 FA2020"
"FA2020","ECON051  PO-02 FA2020"
"FA2020","ECON051  PO-02 FA2020"
"FA2020","ECON051  PO-03 FA2020"
"FA2020","ECON051  PO-04 FA2020"
"FA2020","ECON051  PO-05 FA2020"
"FA2020","ECON051  PO-06 FA2020"
"FA2020","ECON051  PO-07 FA2020"
"SP2021","ECON051  PO-01 SP2021"
"SP2021","ECON051  PO-01 SP2021"
"SP2021","ECON051  PO-02 SP2021"
"SP2021","ECON051  PO-03 SP2021"
"SP2020","ECON051  PZ-01 SP2020"
"SU2020S2","ECON051  PZ-01 SU2020S2"
"SU2020S2","ECON051  PZ-01 SU2020S2"
"FA2020","ECON051  PZ-01 FA2020"
"SP2021","ECON051  PZ-01 SP2021"
"SP2021","ECON051  PZ-02 SP2021"
"SP2020","ECON051  SC-01 SP2020"
"FA2020","ECON051  SC-01 FA2020"
"SP2021","ECON051  SC-01 SP2021"
"SP2020","ECON052  PO-01 SP2020"
"SP2020","ECON052  PO-02 SP2020"
"SP2020","ECON052  PO-03 SP2020"
"SP2020","ECON052  PO-04 SP2020"
"FA2020","ECON052  PO-01 FA2020"
"FA2020","ECON052  PO-02 FA2020"
"SP2021","ECON052  PO-03 SP2021"
"SP2021","ECON052  PO-04 SP2021"
"SP2021","ECON052  PO-05 SP2021"
"SP2020","ECON052  PZ-01 SP2020"
"SP2020","ECON052  PZ-02 SP2020"
"FA2020","ECON052  PZ-01 FA2020"
"FA2020","ECON052  PZ-02 FA2020"
"SP2021","ECON052  PZ-01 SP2021"
"SP2021","ECON052  PZ-02 SP2021"
"SP2020","ECON052  SC-01 SP2020"
"FA2020","ECON052  SC-01 FA2020"
"SP2021","ECON052  SC-01 SP2021"
"SP2020","ECON053  HM-01 SP2020"
"SP2020","ECON054  HM-01 SP2020"
"SP2020","ECON057  PO-01 SP2020"
"FA2020","ECON057  PO-01 FA2020"
"FA2020","ECON057  PO-02 FA2020"
"SP2021","ECON057  PO-01 SP2021"
"SP2021","ECON057  PO-01 SP2021"
"SP2020","ECON057B PO-01 SP2020"
"SP2021","ECON057B PO-01 SP2021"
"SU2020S5","ECON070  SC-01 SU2020S5"
"SP2020","ECON086  CM-01 SP2020"
"SP2020","ECON086  CM-02 SP2020"
"SP2020","ECON086  CM-03 SP2020"
"SP2020","ECON086  CM-04 SP2020"
"SP2020","ECON086  CM-05 SP2020"
"SP2020","ECON086  CM-06 SP2020"
"FA2020","ECON086  CM-01 FA2020"
"FA2020","ECON086  CM-02 FA2020"
"FA2020","ECON086  CM-03 FA2020"
"FA2020","ECON086  CM-04 FA2020"
"FA2020","ECON086  CM-05 FA2020"
"SP2021","ECON086  CM-01 SP2021"
"SP2021","ECON086  CM-02 SP2021"
"SP2021","ECON086  CM-03 SP2021"
"SP2021","ECON086  CM-04 SP2021"
"SP2021","ECON086  CM-05 SP2021"
"FA2020","ECON090  CM-01 FA2020"
"SP2020","ECON091  PZ-01 SP2020"
"SU2020S2","ECON091  PZ-01 SU2020S2"
"SU2020S2","ECON091  PZ-01 SU2020S2"
"FA2020","ECON091  PZ-01 FA2020"
"SP2021","ECON091  PZ-01 SP2021"
"SP2020","ECON097  CM-01 SP2020"
"SP2021","ECON097  CM-01 SP2021"
"SP2020","ECON100  CM-01 SP2020"
"FA2020","ECON100  CM-01 FA2020"
"SP2021","ECON100  CM-01 SP2021"
"SP2020","ECON101  CM-01 SP2020"
"SP2020","ECON101  CM-02 SP2020"
"SP2020","ECON101  CM-03 SP2020"
"SP2020","ECON101  CM-04 SP2020"
"SP2020","ECON101  CM-05 SP2020"
"SP2020","ECON101  CM-06 SP2020"
"SP2020","ECON101  CM-07 SP2020"
"SP2020","ECON101  CM-08 SP2020"
"FA2020","ECON101  CM-01 FA2020"
"FA2020","ECON101  CM-02 FA2020"
"FA2020","ECON101  CM-03 FA2020"
"FA2020","ECON101  CM-04 FA2020"
"FA2020","ECON101  CM-05 FA2020"
"SP2021","ECON101  CM-01 SP2021"
"SP2021","ECON101  CM-02 SP2021"
"SP2021","ECON101  CM-03 SP2021"
"SP2021","ECON101  CM-04 SP2021"
"SP2021","ECON101  CM-05 SP2021"
"SP2021","ECON101  CM-06 SP2021"
"SP2021","ECON101  CM-07 SP2021"
"SP2021","ECON101  CM-08 SP2021"
"SP2020","ECON101  PO-01 SP2020"
"FA2020","ECON101  PO-01 FA2020"
"FA2020","ECON101  PO-02 FA2020"
"SP2021","ECON101  PO-01 SP2021"
"SP2020","ECON101  SC-01 SP2020"
"FA2020","ECON101  SC-01 FA2020"
"SP2021","ECON101  SC-01 SP2021"
"SP2020","ECON102  CM-01 SP2020"
"SP2020","ECON102  CM-02 SP2020"
"SP2020","ECON102  CM-03 SP2020"
"SP2020","ECON102  CM-04 SP2020"
"SP2020","ECON102  CM-05 SP2020"
"SP2020","ECON102  CM-06 SP2020"
"SP2020","ECON102  CM-07 SP2020"
"FA2020","ECON102  CM-01 FA2020"
"FA2020","ECON102  CM-02 FA2020"
"FA2020","ECON102  CM-03 FA2020"
"FA2020","ECON102  CM-04 FA2020"
"FA2020","ECON102  CM-05 FA2020"
"SP2021","ECON102  CM-01 SP2021"
"SP2021","ECON102  CM-02 SP2021"
"SP2021","ECON102  CM-03 SP2021"
"SP2021","ECON102  CM-04 SP2021"
"SP2021","ECON102  CM-05 SP2021"
"SP2021","ECON102  CM-06 SP2021"
"SP2021","ECON102  CM-07 SP2021"
"SP2020","ECON102  PO-01 SP2020"
"SP2020","ECON102  PO-02 SP2020"
"FA2020","ECON102  PO-01 FA2020"
"FA2020","ECON102  PO-02 FA2020"
"SP2021","ECON102  PO-01 SP2021"
"SP2020","ECON102  SC-01 SP2020"
"FA2020","ECON102  SC-01 FA2020"
"SP2021","ECON102  SC-01 SP2021"
"SP2020","ECON104  CM-01 SP2020"
"SP2021","ECON104  CM-01 SP2021"
"SP2020","ECON104  PZ-01 SP2020"
"SP2021","ECON104  PZ-01 SP2021"
"SP2020","ECON105  PZ-01 SP2020"
"SU2020S1","ECON105  PZ-01 SU2020S1"
"SU2020S1","ECON105  PZ-01 SU2020S1"
"FA2020","ECON105  PZ-01 FA2020"
"SP2021","ECON105  PZ-01 SP2021"
"FA2020","ECON107  CM-01 FA2020"
"SP2020","ECON107  PO-01 SP2020"
"SP2020","ECON107  PO-02 SP2020"
"FA2020","ECON107  PO-01 FA2020"
"FA2020","ECON107  PO-02 FA2020"
"FA2020","ECON107  PO-02 FA2020"
"SP2021","ECON107  PO-01 SP2021"
"FA2020","ECON111  SC-01 FA2020"
"SP2020","ECON114  SC-01 SP2020"
"FA2020","ECON115  PO-01 FA2020"
"FA2020","ECON115  PZ-01 FA2020"
"SP2021","ECON116  PZ-01 SP2021"
"SP2020","ECON117  PO-01 SP2020"
"SP2020","ECON117  PO-01 SP2020"
"SP2021","ECON117  PO-01 SP2021"
"SP2020","ECON120  CM-01 SP2020"
"SP2020","ECON120  CM-02 SP2020"
"SP2020","ECON120  CM-03 SP2020"
"SP2020","ECON120  CM-04 SP2020"
"FA2020","ECON120  CM-01 FA2020"
"FA2020","ECON120  CM-02 FA2020"
"FA2020","ECON120  CM-03 FA2020"
"FA2020","ECON120  CM-04 FA2020"
"FA2020","ECON120  CM-05 FA2020"
"FA2020","ECON120  CM-06 FA2020"
"FA2020","ECON120  CM-07 FA2020"
"FA2020","ECON120  CM-08 FA2020"
"SP2021","ECON120  CM-01 SP2021"
"SP2021","ECON120  CM-02 SP2021"
"SP2021","ECON120  CM-03 SP2021"
"SP2021","ECON120  CM-04 SP2021"
"SP2021","ECON120  CM-05 SP2021"
"SP2020","ECON120  PO-01 SP2020"
"SP2020","ECON120  SC-01 SP2020"
"FA2020","ECON120  SC-01 FA2020"
"SP2021","ECON120  SC-01 SP2021"
"FA2020","ECON121  PO-01 FA2020"
"SP2021","ECON122  PO-01 SP2021"
"SP2021","ECON123  PO-01 SP2021"
"SP2020","ECON125  CM-01 SP2020"
"SP2020","ECON125  CM-02 SP2020"
"SP2020","ECON125  CM-03 SP2020"
"SP2020","ECON125  CM-04 SP2020"
"FA2020","ECON125  CM-01 FA2020"
"FA2020","ECON125  CM-02 FA2020"
"FA2020","ECON125  CM-03 FA2020"
"FA2020","ECON125  CM-04 FA2020"
"FA2020","ECON125  CM-05 FA2020"
"SP2021","ECON125  CM-01 SP2021"
"SP2021","ECON125  CM-02 SP2021"
"SP2021","ECON125  CM-03 SP2021"
"SP2021","ECON125  CM-04 SP2021"
"SP2020","ECON125  PO-01 SP2020"
"SP2021","ECON125  PO-01 SP2021"
"FA2020","ECON125  PZ-01 FA2020"
"SP2021","ECON125  PZ-01 SP2021"
"SP2020","ECON125  SC-01 SP2020"
"FA2020","ECON125  SC-01 FA2020"
"SP2021","ECON125  SC-01 SP2021"
"SP2020","ECON126  CM-01 SP2020"
"SP2021","ECON126  CM-01 SP2021"
"FA2020","ECON126  PO-01 FA2020"
"FA2020","ECON127  PO-01 FA2020"
"FA2020","ECON127  PO-01 FA2020"
"SP2020","ECON128  PO-01 SP2020"
"SP2021","ECON128  PO-01 SP2021"
"SP2021","ECON128  SC-01 SP2021"
"FA2020","ECON129  CM-01 FA2020"
"FA2020","ECON129  CM-02 FA2020"
"FA2020","ECON129  CM-03 FA2020"
