"courseSectionExternalId","staffExternalId"
"FREN122  SC-01 SP2021","20268842"
"FREN135  CM-01 FA2021","30030186"
"FREN150C PO-01 SP2021","10000046"
"FREN150C PO-01 FA2021","10000046"
"FREN161  PZ-01 FA2021","50446135"
"FREN185  PO-01 FA2020","10196661"
"FREN192  PO-08 FA2020","10196661"
"FS  003  PZ-01 FA2020","50149046"
"FS  009  PZ-01 FA2020","50435577"
"FS  012  PZ-01 FA2020","50161157"
"FWS 010  CM-08 FA2020","30274755"
"FWS 010  CM-09 FA2020","30032005"
"FWS 010  CM-13 SP2021","30367231"
"FWS 010  CM-13 FA2021","30274755"
"GEOG179B HM-01 SU2020","40193797"
"GEOL125  PO-01 SP2020","10361492"
"GEOL127  PO-01 SP2021","10180209"
"GEOL183  PO-01 FA2021","10364499"
"GERM010  PO-01 SP2020","10141237"
"GERM011  PO-01 FA2020","10196894"
"GERM011  PO-01 FA2021","10196894"
"GERM191  PO-04 SP2020","10030143"
"GERM199  SC-02 SP2020","20042169"
"GOVT020  CM-04 SP2020","30026336"
"GOVT020  CM-06 SP2020","30274071"
"GOVT020  CM-09 FA2020","30156241"
"GOVT020  CM-03 SP2021","30291353"
"GOVT020  CM-02 FA2021","30291353"
"GOVT020  CM-09 FA2021","30025208"
"GOVT065  CM-01 SP2020","30156241"
"GOVT070  CM-02 SP2020","30346092"
"GOVT070  CM-01 SP2021","30367765"
"GOVT080  CM-01 SP2020","30198190"
"GOVT080  CM-02 SP2021","30274071"
"GOVT100  CM-01 FA2020","30023860"
"GOVT124A CM-01 SP2021","30028646"
"GOVT130  CM-01 FA2020","30153500"
"GOVT134E CM-01 SP2020","30075291"
"GOVT142E CM-01 FA2021","30238090"
"GOVT143C CM-02 SP2021","30016306"
"GOVT149  CM-02 FA2020","30346099"
"GOVT149  CM-01 FA2021","30200474"
"GOVT155  CM-01 SP2021","30337792"
"GOVT156C CM-01 FA2020","30200474"
"GOVT166  CM-01 SP2021","30155928"
"GOVT166C CM-01 FA2021","30274071"
"GOVT179  CM-01 FA2021","30075301"
"GOVT999  CM-02 FA2020","30321862"
"GREK033  PO-01 FA2020","10023651"
"GREK104  PO-01 SP2020","10254425"
"GRMT164  PO-01 FA2020","10030143"
"GWS 026  PO-01 FA2021","10144144"
"GWS 140  PO-01 SP2020","10361439"
"GWS 162  PO-01 FA2021","10144144"
"HIST020  PO-01 FA2021","10364496"
"HIST021  PO-01 SP2021","10364496"
"HIST034  CH-01 FA2020","10042864"
"HIST040  AF-01 FA2020","10351500"
"HIST043  PO-01 SP2020","10138450"
"HIST057  PZ-01 SP2020","50379234"
"HIST096  CM-02 SP2021","30312668"
"HIST099  CM-01 FA2021","30251403"
"HIST101A PO-01 SP2020","10138450"
"HIST101S CH-01 SP2021","10139619"
"HIST114  SC-01 SP2020","20268904"
"HIST116  PZ-01 SP2020","50445585"
"HIST117  SC-01 FA2020","20232127"
"HIST118  PO-01 FA2020","10364496"
"HIST118  PO-01 FA2021","10364496"
"HIST139E CM-01 FA2020","30028549"
"HIST143  SC-01 FA2020","20042165"
"HIST153  AF-01 SP2021","20042127"
"HIST155  SC-01 SP2021","20043043"
"HIST161  CM-01 FA2021","30212259"
"HIST165  PO-01 FA2020","10158431"
"HIST168  PO-01 FA2020","10040054"
"HIST169  CM-01 SP2021","30212259"
"HIST169  SC-01 SP2021","20043043"
"HIST172  PO-01 FA2020","10043732"
"HIST173  PO-01 FA2021","10043732"
"HIST174  CM-01 FA2021","30212259"
"HIST179  PO-01 SP2021","10278945"
"HIST187  PZ-01 SP2020","50205641"
"HIST189C PO-01 SP2020","10037742"
"HIST189F PO-01 SP2020","10361342"
"HMSC192  SC-02 SP2020","20042183"
"HSA 010  HM-11 SP2020","40043124"
"ID  022  PO-01 SP2021","10031527"
"ID  130  CM-01 FA2020","30075286"
"ID  176  PO-01 SP2021","10087641"
"ID  176  PO-01 SP2021","10361502"
"ID  183  PO-01 SP2021","10031527"
"ID  187  PO-01 SP2021","10087641"
"ID  188  PO-01 SP2021","10341303"
"ID  188  PO-01 SP2021","10031527"
"ID  188  PO-01 SP2021","10361502"
"ID  189  PO-01 SP2021","10031527"
"ID  189  PO-01 SP2021","10361502"
"ID  191  SC-01 SP2020","40189465"
"ID  191D SC-01 SP2020","20187989"
"ID  191D SC-08 SP2020","50058401"
"ID  191D SC-18 FA2020","20042155"
"ID  191D SC-19 FA2020","20187766"
"ID  199P2PO-01 SP2020","10240152"
"ID  199S4PO-01 FA2020","10240152"
"INT 099  PZ-01 SU2020","50058024"
"IR  100  PO-01 SP2020","10295529"
"IR  100  PO-01 FA2021","10346438"
"IR  101  PO-01 SP2020","10209929"
"ITAL001  SC-01 FA2021","20042124"
"ITAL033  SC-01 FA2021","20042124"
"ITAL033  SC-02 FA2021","20187989"
"JAPN001A PO-03 FA2020","10043346"
"JAPN001A PO-03 FA2021","10089102"
"JAPN001B PO-01 SP2020","10043346"
"JAPN001B PO-02 SP2020","10043346"
"JAPN001B PO-03 SP2020","10035410"
"JAPN001B PO-03 SP2021","10043346"
"JAPN001B PO-03 SP2021","10043346"
"JAPN014A PO-01 FA2021","10144775"
"JAPN014B PO-01 SP2021","10144775"
"JAPN191H PO-04 FA2021","10089102"
"KORE002  CM-03 SP2021","30087465"
"KORE033  CM-01 FA2021","30372700"
"KORE044  CM-01 SP2021","30372700"
"LAST190  PO-01 FA2020","10042864"
"LATN022  PO-01 SP2021","10183410"
"LATN022  PO-01 FA2021","10183410"
"LATN022  PO-01 FA2021","10183410"
"LEAD010  CM-01 FA2020","30136869"
"LEAD179D HM-01 SP2021","40189308"
"LEAD179D HM-03 SP2021","40189308"
"LGCS010  PO-01 FA2021","10000076"
"LGCS011  PO-01 FA2021","10108447"
"LGCS118  PO-01 SP2021","10233155"
"LGCS119  PO-01 SP2021","10156964"
"LGCS124  PO-01 FA2020","10364497"
"LGCS191  PO-04 SP2020","10000046"
"LGCS191  PO-18 SP2020","10233155"
"LGCS191  PO-32 SP2020","10108447"
"LGCS191  PO-50 SP2020","10033341"
"LGCS191  PO-16 FA2020","10180318"
"LGCS191  PO-24 FA2020","10355955"
"LGCS191  PO-36 FA2020","10033341"
"LGCS191  PO-08 FA2021","10000076"
"LGCS191  PO-28 FA2021","10180318"
"LGST191  SC-01 SP2021","20042124"
"LIT 035  HM-01 SP2021","40174154"
"LIT 035  HM-01 FA2021","40174154"
"LIT 057  CM-01 FA2020","30238339"
"LIT 084  CM-01 SP2021","30027530"
"LIT 099E CM-01 SP2020","30212222"
"LIT 110  HM-01 SP2020","40112929"
"LIT 112  HM-01 SP2021","40112929"
"LIT 117A HM-01 FA2020","40005407"
"LIT 118  CM-01 FA2021","30032005"
"LIT 134  CM-02 SP2021","30253705"
"LIT 179ADHM-01 SU2021H1","40128729"
"LIT 179Y HM-01 FA2020","40112929"
"MATH001  PO-01 SP2020","10157575"
"MATH001  PO-01 SP2020","10032653"
"MATH008  PZ-01 SP2021","50378758"
"MATH030  CM-01 SP2020","30353743"
"MATH030  CM-04 SP2020","30353743"
"MATH030  PO-01 FA2020","10348048"
"MATH030  PO-02 FA2020","10032653"
"MATH030  PO-01 SP2021","10348048"
"MATH031  PO-01 FA2020","10364458"
"MATH031  PO-02 FA2020","10032653"
"MATH031  SC-01 FA2020","20249453"
"MATH031H PO-01 FA2020","10032653"
"MATH032  PO-01 FA2021","10364360"
"MATH032  PO-01 FA2021","10365185"
"MATH032  SC-01 FA2020","20042189"
"MATH043  SC-01 SP2020","20101407"
"MATH055  HM-01 FA2021","40005499"
"MATH055  HM-02 FA2021","40005499"
"MATH058 LPO-01 FA2021","10148564"
"MATH060  PO-01 FA2020","10354911"
"MATH060  PO-01 FA2020","10032653"
"MATH060  PO-02 FA2020","10032653"
"MATH060  PO-03 FA2020","10032653"
"MATH060  PO-01 SP2021","10348048"
"MATH060  PO-02 SP2021","10365185"
"MATH060  PO-01 FA2021","10029204"
"MATH060  PO-02 FA2021","10365185"
"MATH060  SC-01 FA2020","20042159"
"MATH070  HM-02 SP2020P1","40043656"
"MATH073  HM-03 SP2020","40005418"
"MATH073  HM-05 SP2020","40005442"
"MATH082  HM-02 FA2020","40001194"
"MATH082  HM-01 FA2021","40005442"
"MATH102  PO-01 FA2021","10031012"
"MATH111  CM-01 SP2021","30373073"
"MATH112  PO-01 SP2021","10365185"
"MATH131  HM-02 SP2021","40043656"
"MATH151  CM-01 SP2021","30367199"
"MATH151  PO-01 SP2021","10365185"
"MATH153  HM-01 SP2020","40150702"
"MATH165  HM-01 FA2021","40214863"
"MATH168  HM-01 FA2020","40005443"
"MATH168  HM-02 SP2021","40005443"
"MATH171  HM-01 SU2020","40199120"
"MATH171  HM-02 FA2020","40005499"
"MATH171  HM-02 FA2021","40164164"
"MATH180  HM-01 FA2020","40204525"
"MATH180  PO-01 SP2020","10032653"
"MATH183  PO-01 SP2020","10031012"
"MATH183  PO-01 SP2020","10032653"
"MATH183  SC-01 SP2020","20268840"
"MATH186  CM-01 SP2020","30238435"
"MATH197  HM-01 SP2020","40005418"
"MATH197  HM-03 SP2020","40043543"
"MATH197  HM-09 SP2020","40043543"
"MATH197  HM-10 SP2020","40043543"
"MATH197  HM-12 SP2020","40147778"
"MATH197  HM-03 FA2020","40043543"
"MATH197  HM-09 SP2021","40005499"
"MATH197  HM-11 SP2021","40005472"
"MATH197  HM-01 FA2021","40043543"
"MATH197  HM-11 FA2021","40043543"
"MLLC150  PZ-01 FA2021","50413093"
"MOBI191A PO-01 SP2020","10032286"
"MOBI191A PO-36 FA2021","10043238"
"MOBI191B PO-60 SP2021","10032294"
"MOBI194A PO-16 FA2020","10331443"
"MOBI194A PO-08 FA2021","10134553"
"MOBI194B PO-16 SP2021","10087436"
"MOBI194B PO-36 SP2021","10271196"
"MOBI194B PO-52 SP2021","10042125"
"MOBI194B PO-68 SP2021","10306332"
"MS  050  PO-02 SP2020","10357924"
"MS  054  SC-01 SP2021","20272986"
"MS  097  PZ-01 SP2020","50445950"
"MS  120  HM-01 SP2020","40043124"
"MS  120  PO-01 FA2021","10361144"
"MS  121  PZ-01 SP2021","50188849"
"MS  130  SC-01 FA2021","20256624"
"MS  140  PO-01 FA2020","10357924"
"MS  148F PO-01 SP2020","10304644"
"MS  148F PO-01 SP2021","10304644"
"MS  165  PO-01 FA2020","10357924"
"MS  172  HM-01 FA2021","40005441"
"MS  196  PZ-01 FA2020","50199958"
"MS  196  PZ-01 SP2021","50199958"
"MS  196  PZ-01 FA2021","50058024"
"MSL 099  CM-01 FA2020","30360504"
"MSL 099  CM-01 FA2020","30367308"
"MSL 099  CM-01 SP2021","30372707"
"MSL 101A CM-01 FA2020","30360504"
"MSL 102A CM-01 FA2020","30372708"
"MSL 102B CM-01 SP2020","30360501"
"MSL 102B CM-01 SP2021","30360504"
"MSL 103A CM-01 FA2020","30360504"
"MUS 003  SC-01 SU2020S5","20196117"
"MUS 004  PO-01 SP2021","10354956"
"MUS 007  PO-01 FA2021","10020514"
"MUS 007  PO-02 FA2021","10260966"
"MUS 010  PO-01 SP2021","10087641"
"MUS 020  PO-01 SP2021","10087641"
"MUS 070  PO-01 FA2020","10281423"
"MUS 082 LPO-01 SP2020","10042877"
"MUS 084  HM-01 SP2020","40209017"
"MUS 104  SC-01 SP2020","20253827"
"MUS 120  SC-01 SP2021","20042861"
"MUS 121  PO-01 SP2020","10041968"
"MUS 122  PO-01 FA2021","10008674"
"MUS 122  PZ-01 SU2021Z1","50010739"
"MUS 170F SC-02 FA2020","20207598"
"MUS 170F SC-01 FA2021","20187767"
"MUS 170H SC-01 FA2021","20187767"
"MUS 171H SC-01 SP2020","20042136"
"MUS 171H SC-02 SP2020","20042131"
"MUS 173  JM-01 FA2020","20098523"
"MUS 191  SC-01 SP2020","20124595"
"NEUR095L JT-01 SP2021","50010693"
"NEUR102  PO-01 SP2020","10042453"
"NEUR130  PO-01 FA2021","10134639"
"NEUR148L KS-01 FA2021","20268920"
"NEUR190L KS-01 FA2021","20042221"
"NEUR191  PO-08 SP2021","10042453"
"NEUR192  PO-04 SP2020","10186413"
"NEUR194A PO-12 FA2021","10186413"
"ORST198C PZ-01 SU2021Z1","50176497"
"PE  004B JP-01 FA2020","30347076"
"PE  006  PO-02 SP2021","10263183"
"PE  008  PO-01 FA2020","10355882"
"PE  013C JP-01 FA2020","30322654"
"PE  014  JP-02 SP2020","30136863"
"PE  015  JP-01 SP2020","30023264"
"PE  015  JP-01 FA2020","30023264"
"PE  015  JP-02 FA2020","30023264"
"PE  016  PO-01 FA2021","10018386"
"PE  018  PO-01 FA2021","10142045"
"PE  021  JP-01 SP2020","20181272"
"PE  021  JP-02 SP2020","20101407"
"PE  022A PO-01 SP2020","10120233"
"PE  022A PO-02 FA2021","10120233"
"PE  022B PO-01 SP2021","10348299"
"PE  029  PO-01 FA2020","10348299"
"PE  030  JP-01 FA2021","30313442"
"PE  032A JP-02 SP2020","30274542"
"PE  032B JP-01 SP2020","30274542"
"PE  035A PO-01 SP2021","10211579"
"PE  035B PO-01 SP2021","10211579"
"PE  036  JP-01 SP2020","30005783"
"PE  037  JP-01 FA2021","30005783"
"PE  039E JP-01 SP2020","30238216"
"PE  040  PO-01 FA2021","10002336"
"PE  041  JP-02 FA2021","30337804"
"PE  043  JP-01 SP2020","30153516"
"PE  056C JP-01 FA2020","30212727"
"PE  060C PO-01 SP2020","10358219"
"PE  073  JP-01 FA2021","30243977"
"PE  073D JP-01 SP2020","30243977"
"PE  073D JP-01 SP2020","20181272"
"PE  073D JP-01 FA2021","30243977"
"PE  075A PO-01 SP2020","10361312"
"PE  075K JP-01 SP2021","30273999"
"PE  075L JP-02 SP2021","30273999"
"PE  075M JP-01 SP2021","30273999"
"PE  077A PO-02 SP2020","10035277"
"PE  081  PO-01 FA2021","10163975"
"PE  082  JP-01 FA2020","30019945"
"PE  082  PO-01 SP2021","10097581"
"PE  084  JP-01 FA2021","30027303"
"PE  088  PO-03 FA2020","10355076"
"PE  088C JP-01 FA2020","30274304"
"PE  107  JP-01 SP2020","30367221"
"PE  107  JP-01 FA2021","30367221"
"PE  150  JP-01 SP2021","30126424"
"PE  152  JP-01 SP2020","30322565"
"PE  245  JP-01 SP2020","30031488"
"PHIL005  PO-01 SP2021","10023651"
"PHIL007  PZ-02 FA2021","50058024"
"PHIL030  CM-01 SP2021","30182165"
"PHIL030  PZ-01 SP2021","50010693"
"PHIL032  CM-02 FA2021","30153489"
"PHIL038  CM-03 FA2020","30366837"
"PHIL042  PO-01 SP2020","10085343"
"PHIL054  PO-01 FA2021","10364362"
"PHIL060  PO-01 FA2020","10340519"
"PHIL080  PO-01 SP2021","10340519"
"PHIL100A CM-01 SP2020","30198176"
"PHIL104  PO-01 SP2020","10179615"
"PHIL135  CM-01 FA2021","30367764"
"PHIL155  SC-01 FA2020","20042987"
"PHIL160  CM-01 SP2021","30360181"
"PHIL164  CM-01 SP2020","30274574"
"PHIL185N JT-01 SP2020","20042128"
"PHIL185S PO-01 SP2020","10043349"
"PHIL191  PZ-01 FA2020","50161751"
"PHIL191  PZ-01 SP2021","50161751"
"PHIL191  SC-01 SP2021","20042124"
"PHYS003  PO-01 FA2020","10040539"
"PHYS023  HM-07 FA2020F2","40147120"
"PHYS023  HM-08 FA2020F2","40005461"
"PHYS023  HM-11 FA2021F2","40188763"
"PHYS024  HM-08 SP2020","40199069"
"PHYS024  HM-09 SP2020","40005340"
"PHYS024  HM-10 SP2020","40199069"
"PHYS024  HM-10 SP2020","40155256"
"PHYS024  HM-11 SP2020","40199069"
"PHYS024  HM-01 SP2021","40199069"
"PHYS024  HM-02 SP2021","40002362"
"PHYS024  HM-02 SP2021","40002362"
"PHYS024  HM-02 SP2021","40199069"
"PHYS024  HM-03 SP2021","40199069"
"PHYS024  HM-06 SP2021","40199123"
"PHYS024A HM-01 SP2020","40005461"
"PHYS030LXKS-05 FA2020","20042876"
"PHYS031LXKS-02 SP2020","20042876"
"PHYS033L KS-01 FA2020","20268914"
"PHYS033L KS-01 FA2021","20042219"
"PHYS033L KS-01 FA2021","20268914"
"PHYS034L KS-03 SP2020","20042219"
"PHYS050  HM-05 FA2020","40147120"
"PHYS050  HM-05 FA2021","40199123"
"PHYS051  HM-02 FA2020","40005475"
"PHYS051  HM-03 FA2020","40005475"
"PHYS051  HM-09 FA2020","40199123"
"PHYS051M HM-01 FA2021","40002362"
"PHYS052  HM-03 SP2020","40188763"
"PHYS054  HM-01 SP2020","40005340"
"PHYS072  PO-01 SP2020","10361265"
"PHYS089CLPO-03 SP2021","10181284"
"PHYS101  KS-01 FA2021","20268895"
"PHYS111  HM-01 FA2020","40188763"
"PHYS128  PO-01 SP2021","10266036"
"PHYS133  HM-01 FA2020","40174256"
"PHYS133  HM-01 FA2021","40174256"
"PHYS170  HM-01 SP2020P1","40043679"
"PHYS170  HM-01 SP2021P1","40043679"
"PHYS174  HM-01 SP2021P2","40199123"
"PHYS174  PO-01 SP2021","10022994"
"PHYS174  PO-01 SP2021","10022994"
"PHYS178F HM-01 SP2020","40043679"
"PHYS190  PO-01 FA2021","10022994"
"PHYS191E PO-18 SP2021","10035471"
"PHYS191E PO-20 FA2021","10348196"
"PHYS191L PO-04 SP2020","10306268"
"PHYS191L PO-12 SP2020","10348196"
"PHYS191L PO-24 SP2020","10181284"
"PHYS191L PO-28 SP2020","10040539"
"PHYS198  HM-01 SP2020","40043116"
"PHYS199  HM-06 SP2020","40188763"
"PHYS199  HM-06 FA2020","40174256"
"PHYS199  HM-06 FA2020","40174256"
"PHYS199  HM-07 FA2020","40155256"
"PHYS199  HM-13 FA2020","40188763"
"PHYS199  HM-04 SP2021","40005502"
"PHYS199  HM-10 FA2021","40004187"
"POLI008  PO-01 SP2021","10346438"
"POLI008  PO-02 SP2021","10364640"
"POLI090  PO-01 SP2020","10043336"
"POLI090  PO-01 FA2020","10043336"
"POLI121  SC-01 FA2020","20042166"
"POLI140  SC-01 FA2021","20042154"
"POLI142  PO-01 SP2020","10024018"
"POLI173  SC-01 FA2021","20244938"
"POLI189D PO-01 SP2020","10361341"
"POLI189E PO-01 SP2020","10361341"
"POLI191  PO-12 FA2020","10357665"
"POLI191  PO-16 FA2020","10043336"
"POLI191  PO-32 FA2020","10024018"
"POLI191  PO-04 SP2021","10154134"
"POLI191  PO-16 FA2021","10295529"
"POLI195  PO-04 SP2021","10154134"
"POLI198  SC-04 SI2020","20042166"
"PORT022  PZ-01 SP2020","50339930"
"PORT035  PZ-01 FA2020","50339930"
"POST020  PZ-01 SP2021","50440654"
"POST030  PZ-02 FA2020","50319703"
"POST139  PZ-01 SU2021Z1","50010739"
"POST139  PZ-01 SU2021Z1","50379234"
"POST188  HM-01 SU2021H2","40043654"
"POST195  PZ-02 FA2021","50010723"
"POST198  PZ-01 FA2020","50004504"
"PPE 011B CM-02 SP2020","30260376"
"PPE 110A CM-01 SP2020","30212375"
"PPE 160  PO-01 FA2020","10004174"
"PPE 195  PO-04 SP2020","10004174"
"PSYC010  PZ-01 FA2020","50079670"
"PSYC010  PZ-02 SP2021","50010662"
"PSYC030  CM-03 SP2021","30214075"
"PSYC030  CM-02 FA2021","30214075"
"PSYC030  CM-05 FA2021","30033763"
"PSYC037  CM-01 FA2020","30032944"
"PSYC037  CM-03 SP2021","30029220"
"PSYC040  CM-02 SP2021","30182032"
"PSYC051  PO-02 SP2020","10277568"
"PSYC051  PO-04 SP2020","10256349"
"PSYC051  PO-01 FA2020","10013117"
"PSYC051  PO-02 FA2020","10041942"
"PSYC051  PO-04 FA2020","10038267"
"PSYC051  PO-03 SP2021","10180318"
"PSYC065  CM-01 SP2020","30075292"
"PSYC070  CM-01 SP2021","30025477"
"PSYC092P PZ-01 SP2021","50018303"
"PSYC096  PZ-01 SP2021","50445884"
"PSYC101  PZ-01 SU2021Z1","50079670"
"PSYC103  SC-01 SP2020","20269667"
"PSYC103  SC-01 SP2021","20171378"
"PSYC104  SC-01 FA2020","20197554"
"PSYC104L SC-01 SP2021","20269667"
"PSYC107  CM-01 FA2021","30293905"
"PSYC108  HM-01 FA2021","40209188"
"PSYC109  CM-01 SP2020","30025932"
"PSYC109  CM-02 FA2020","30366836"
"PSYC111L CM-01 SP2020","30323938"
"PSYC111L CM-02 SP2020","30274074"
"PSYC112  SC-01 FA2020","20056439"
"PSYC124  SC-01 SP2021","20268810"
"PSYC125  AF-01 SP2020","10180318"
"PSYC128  SC-01 SU2020S5","20268810"
"PSYC131A CM-01 SP2021","30366836"
"PSYC138  PZ-01 SP2020","50010734"
"PSYC142  CM-01 FA2020","30346566"
"PSYC143  PO-01 FA2021","10041942"
"PSYC153  AA-01 SP2021","10013117"
"PSYC154  PO-01 FA2020","10256410"
"PSYC157  PO-01 SP2021","10256410"
"PSYC158  PO-01 FA2020","10033341"
"PSYC160  PO-01 FA2020","10277568"
"PSYC169L SC-01 SP2020","20197554"
"PSYC178  PZ-01 SU2021Z1","50010739"
"PSYC179I HM-01 SP2020","40205335"
"PSYC180W PO-01 FA2021","10038267"
"PSYC186  PZ-01 FA2020","50435539"
"PSYC190  PO-01 FA2020","10033341"
"PSYC191  PZ-01 SP2021","50018303"
"PSYC191B PO-04 SP2020","10354915"
"PSYC191B PO-16 SP2020","10180318"
"PSYC191B PO-20 SP2020","10256349"
"PSYC193  SC-01 SP2020","20197554"
"PSYC197A CM-03 FA2020","30087477"
"PSYC197A CM-12 FA2020","30212031"
"PSYC197A CM-03 SP2021","30087477"
"PSYC197A CM-04 SP2021","30182032"
"PSYC197A CM-09 FA2021","30075292"
"PSYC197B CM-01 FA2020","30032944"
"PSYC197B CM-02 FA2021","30033763"
"PSYC198  CM-01 FA2020","30025932"
"PSYC199  SC-01 SP2020","20042146"
"RLST045  CM-01 SP2021","30338543"
"RLST084  CM-01 SP2021","30153492"
"RLST110  PO-01 SP2020","10043648"
"RLST137  CM-01 SP2021","30022826"
"RLST153  CM-01 FA2021","30075301"
"RLST168  HM-01 FA2020","40152139"
"RLST183  HM-01 SU2021H2","40152139"
"RLST183  HM-01 FA2021","40152139"
"RLST191  PO-08 SP2020","10017076"
"RLST191  SC-02 SP2020","30022826"
"RUSS001  PO-01 FA2020","10361304"
"RUSS002  PO-01 SP2020","10361304"
"RUSS002  PO-01 SP2021","10361304"
"RUSS033  PO-01 FA2020","10030986"
"RUSS033  PO-01 FA2020","10030986"
"SOC 001  PZ-01 FA2021","50058024"
"SOC 030  CH-01 FA2020","10041671"
"SOC 051  PO-02 FA2021","10029372"
"SOC 074  PZ-01 SP2021","50134270"
"SOC 083  PZ-01 SU2020S2","50010739"
"SOC 083  PZ-01 SP2021","50445042"
"SOC 101  PZ-01 FA2020","50161286"
"SOC 103  JT-01 SP2021","10278945"
"SOC 189S PO-01 FA2021","10364498"
"SOC 199B PZ-01 SP2021","50161286"
"SPAN001  CM-01 FA2020","30087373"
"SPAN001  CM-02 FA2020","30087373"
"SPAN001  CM-01 FA2021","30075707"
"SPAN001  PZ-02 FA2020","50140523"
"SPAN002  CM-02 SP2021","30087373"
"SPAN013  PO-02 FA2021","10196894"
"SPAN022  PO-01 FA2021","10357931"
"SPAN022  PZ-01 SP2020","50201601"
"SPAN022  PZ-01 FA2020","50201601"
"SPAN022  SC-01 FA2020","20209844"
"SPAN031  PZ-01 FA2020","50010691"
"SPAN033  CM-01 FA2021","30087373"
"SPAN033  PZ-01 SP2020","50140523"
"SPAN033  PZ-02 FA2021","50058024"
"SPAN033L CM-02 FA2020","30343582"
"SPAN044  CM-01 SP2021","30203478"
"SPAN044  PO-02 SP2020","10357931"
"SPAN044  PO-03 FA2021","10347594"
"SPAN044  PZ-01 SP2021","50164815"
"SPAN044L CM-02 SP2020","30034894"
"SPAN044L CM-01 FA2020","30034894"
"SPAN044L CM-02 SP2021","30343582"
"SPAN100  PZ-01 FA2020","50010691"
"SPAN104  PZ-01 FA2021","50201601"
"SPAN106  PO-01 FA2021","10042508"
"SPAN135  PO-01 SP2021","10042508"
"SPCH061A CM-01 SP2021","30027046"
"STS 010  HM-01 SP2020","40005494"
"STS 010  HM-01 SU2020S1","40005494"
"STS 191  SC-01 SP2020","20042124"
"TEST001  PZ-01 SP2020","50092605"
"TEST001  PZ-02 FA2020","50092605"
"TEST001  PZ-01 SP2021","50092605"
"TEST002  SC-01 SP2020","20249332"
"TEST002  SC-01 FA2020","20173599"
"TEST004  PZ-01 FA2020","50010831"
"TEST199  CM-01 FA2020","30075301"
"THEA001A PO-02 SP2020","10357923"
"THEA001G PO-01 FA2021","10200040"
"THEA021  PO-01 FA2020","10099382"
"THEA051H PO-01 SP2020","10200040"
"THEA052C PO-03 SP2021","10042459"
"THEA053CIPO-01 FA2020","10358182"
"THEA053CIPO-01 SP2021","10358182"
"THEA053HGPO-01 FA2021","10358182"
"THEA053HIPO-01 SP2020","10358182"
"THEA053HIPO-02 FA2020","10358182"
"THEA053HIPO-01 SP2021","10358182"
"THEA187  PO-01 SP2020","10042459"
"THEA191H PO-06 SP2020","10200040"
"THEA192H PO-20 FA2020","10313659"
"THEA192H PO-24 FA2020","10035613"
"THEA192H PO-10 SP2021","10357923"
"THEA192H PO-16 SP2021","10313659"
"THEA192H PO-08 FA2021","10200040"
"WRIT001  HM-02 FA2020F2","40005453"
"WRIT001  HM-08 FA2020F2","40005494"
"WRIT001  HM-14 FA2020F2","40084960"
"WRIT001  HM-01 SU2021H4","40043116"
"WRIT001  HM-07 FA2021F1","40043116"
"WRIT140  SC-02 SP2020","20101401"
"WRIT175  SC-01 FA2021","20101401"
"WRIT191  SC-01 SP2021","20042124"
"XHIS191  CM-01 SP2021","30297967"
"AFRI010ACAF-01 SP2021","30360184"
"AFRI010B AF-01 SP2021","20256394"
"AFRI119  JT-01 SP2020","50010686"
"AFRI191  AF-04 SP2020","10180318"
"AFRI191  AF-12 SP2020","10352720"
"AFRI191  SC-02 SP2020","20256394"
"AMST191  SC-01 SP2020","20042124"
"AMST191  SC-01 SP2021","20042124"
"ANTH002  PO-01 SP2020","10357573"
"ANTH002  PZ-02 SP2020","50445873"
"ANTH002  PZ-01 FA2020","50445872"
"ANTH009  PZ-01 SP2021","50010671"
"ANTH070  PZ-01 FA2020","50010725"
"ANTH101  PO-01 FA2021","10361490"
"ANTH153  SC-01 FA2021","20260063"
"ANTH158  PO-01 SP2020","10160928"
"ANTH191  PO-04 SP2020","10160928"
"ANTH191  SC-02 SP2020","20252257"
"ARCN110  SC-01 FA2021","20205652"
"ARHI001B PO-01 SP2020","10013095"
"ARHI153  SC-01 SP2021","20264692"
"ARHI161  SC-01 FA2021","20268837"
"ARHI180R SC-01 SP2021","20042197"
"ARHI186I PZ-01 SU2021Z1","50140060"
"ARHI186M SC-01 SP2021","20042199"
"ARHI191  SC-02 SP2020","20042199"
"ARHI191  SC-04 SP2020","20222656"
"ART 011  PZ-02 FA2021","50119081"
"ART 016  PZ-01 FA2020","50149046"
"ART 021  PO-01 SP2020","10128165"
"ART 021  PO-01 FA2020","10128165"
"ART 021  PO-02 FA2020","10128165"
"ART 028  PO-01 FA2020","10215763"
"ART 114  PO-01 FA2021","10128165"
"ART 114  PO-01 FA2021","10128165"
"ART 116  SC-01 FA2021","20042194"
"ART 121  SC-02 FA2020","20264758"
"ART 151  PZ-01 SP2021","50149046"
"ART 179H HM-01 SU2020S1","40160090"
"ART 189  PZ-01 FA2020","50140060"
"ART 192  SC-01 FA2020","20252266"
"ART 199  SC-01 SP2020","20252266"
"ASAM077B PZ-01 SP2021","50188977"
"ASAM088  PZ-01 FA2021","50079486"
"ASAM135B PZ-01 FA2020","50188977"
"ASAM179F AA-01 SP2020","40199067"
"ASAM191  PO-04 SP2020","10358236"
"ASAM191  PO-04 FA2020","10013117"
"ASTR002  PO-01 FA2020","10348196"
